DISTRICT,DA311TA09R,DA311TA10R,DA311TC09R,DA311TC10R,DA311TM09R,DA311TM10R,DA311TR09R,DA311TR10R,DA311TS09R,DA311TS10R,DA311TW09R,DA311TW10R,DB311TA09R,DB311TA10R,DB311TC09R,DB311TC10R,DB311TM09R,DB311TM10R,DB311TR09R,DB311TR10R,DB311TS09R,DB311TS10R,DB311TW09R,DB311TW10R,DE311TA09R,DE311TA10R,DE311TC09R,DE311TC10R,DE311TM09R,DE311TM10R,DE311TR09R,DE311TR10R,DE311TS09R,DE311TS10R,DE311TW09R,DE311TW10R,DF311TA09R,DF311TA10R,DF311TC09R,DF311TC10R,DF311TM09R,DF311TM10R,DF311TR09R,DF311TR10R,DF311TS09R,DF311TS10R,DF311TW09R,DF311TW10R,DH311TA09R,DH311TA10R,DH311TC09R,DH311TC10R,DH311TM09R,DH311TM10R,DH311TR09R,DH311TR10R,DH311TS09R,DH311TS10R,DH311TW09R,DH311TW10R,DI311TA09R,DI311TA10R,DI311TC09R,DI311TC10R,DI311TM09R,DI311TM10R,DI311TR09R,DI311TR10R,DI311TS09R,DI311TS10R,DI311TW09R,DI311TW10R,DL311TA09R,DL311TA10R,DL311TC09R,DL311TC10R,DL311TM09R,DL311TM10R,DL311TR09R,DL311TR10R,DL311TS09R,DL311TS10R,DL311TW09R,DL311TW10R,DM311TA09R,DM311TA10R,DM311TC09R,DM311TC10R,DM311TM09R,DM311TM10R,DM311TR09R,DM311TR10R,DM311TS09R,DM311TS10R,DM311TW09R,DM311TW10R,DP311TA09R,DP311TA10R,DP311TC09R,DP311TC10R,DP311TM09R,DP311TM10R,DP311TR09R,DP311TR10R,DP311TS09R,DP311TS10R,DP311TW09R,DP311TW10R,DR311TA09R,DR311TA10R,DR311TC09R,DR311TC10R,DR311TM09R,DR311TM10R,DR311TR09R,DR311TR10R,DR311TS09R,DR311TS10R,DR311TW09R,DR311TW10R,DS311TA09R,DS311TA10R,DS311TC09R,DS311TC10R,DS311TM09R,DS311TM10R,DS311TR09R,DS311TR10R,DS311TS09R,DS311TS10R,DS311TW09R,DS311TW10R,DW311TA09R,DW311TA10R,DW311TC09R,DW311TC10R,DW311TM09R,DW311TM10R,DW311TR09R,DW311TR10R,DW311TS09R,DW311TS10R,DW311TW09R,DW311TW10R
"117901",60,64,72,77,69,73,84,84,93,93,93,89,48,51,62,61,61,68,77,77,88,96,95,88,49,56,57,66,60,69,74,77,85,91,94,89,63,65,69,73,72,74,87,87,93,92,95,94,49,53,57,64,59,66,75,79,84,88,94,89,64,71,40,-4,86,79,-4,-4,-4,-1,-1,80,30,33,24,46,48,49,53,58,65,74,86,80,58,63,76,80,66,72,81,82,93,93,91,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,43,58,61,53,55,73,75,89,89,87,81,26,28,39,35,34,39,55,58,69,61,83,77,67,72,80,85,74,78,89,88,97,95,93,89
"117903",65,63,68,80,75,71,86,87,89,94,94,88,63,64,-1,-1,75,69,-4,86,-1,-1,-1,-1,57,56,57,80,66,68,79,84,82,94,88,89,67,69,66,81,80,76,89,91,94,98,96,93,60,56,70,87,72,75,80,78,-4,-4,-4,77,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,59,71,79,71,67,83,84,86,92,92,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,35,39,59,50,48,71,75,74,91,86,77,26,14,-1,44,46,23,43,45,-1,92,80,-1,65,63,68,79,75,70,86,87,88,94,93,89
"117904",79,79,91,90,85,83,93,93,98,97,97,-4,83,67,-1,-4,83,67,-4,-4,-1,-1,-1,-1,75,75,86,89,82,79,91,91,98,98,97,-4,80,76,86,84,87,81,93,94,98,96,97,-4,76,69,82,85,78,76,97,91,-4,-4,-4,-4,64,77,88,-1,85,91,86,85,-4,-1,-1,-1,-1,40,-1,-1,-1,60,-1,80,-1,-1,-1,-1,78,82,95,94,83,86,94,92,98,98,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,56,79,82,68,63,88,83,97,95,93,-4,50,35,82,79,61,37,69,60,-4,-4,-1,-1,80,81,92,90,86,84,93,94,98,97,96,-4
"117907",73,79,-4,73,83,93,78,90,-1,-1,85,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,69,-1,50,76,92,73,84,-1,-1,-1,-4,86,83,-4,80,90,-4,86,89,-1,-1,-4,-1,71,45,-1,-1,71,91,71,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,76,-1,67,79,88,71,91,-1,-1,71,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,64,-1,67,56,92,53,83,-1,-1,-1,-1,29,-4,-1,-1,50,-1,29,-1,-1,-1,-1,-1,76,93,-4,-4,85,93,80,-4,-1,-1,82,-4
"118902",88,88,90,88,93,96,96,97,98,99,92,-4,83,-4,-1,-1,83,-4,-4,-4,-1,-1,-1,-1,75,80,76,79,85,91,94,96,93,97,85,-4,91,88,90,83,94,97,98,98,-4,97,96,-4,75,84,76,77,85,97,93,97,93,96,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,88,90,91,92,95,95,96,96,-4,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,68,74,72,75,84,89,93,96,96,75,-4,20,50,78,-1,42,83,62,67,75,-1,-1,-1,94,90,-4,92,97,96,98,97,-4,-4,91,-4
"119901",54,71,62,81,68,83,74,87,80,93,79,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,63,44,76,57,81,63,83,60,88,72,92,55,66,59,68,66,77,79,90,79,87,88,85,56,62,56,-1,69,-4,75,75,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,75,65,91,70,89,70,84,82,96,69,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,49,46,71,35,73,50,80,78,86,56,67,17,50,20,60,33,77,45,64,-1,-1,-1,-1,55,73,65,81,69,82,74,89,83,95,78,95
"119902",73,81,76,86,82,89,90,91,92,96,91,95,55,67,-1,-4,50,67,90,78,-1,-1,-1,-1,61,71,62,80,74,85,81,83,90,89,86,88,74,81,75,82,83,88,93,93,90,96,92,95,58,70,58,77,74,85,79,80,88,93,83,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,28,18,36,41,66,46,36,-1,67,71,75,72,80,77,90,81,90,87,88,94,95,89,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,60,56,71,60,77,77,80,82,90,80,89,29,44,33,60,42,71,54,68,67,73,44,80,77,83,80,88,84,90,92,93,93,96,92,96
"119903",72,74,74,79,78,83,95,92,93,97,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,65,58,66,71,77,91,87,93,96,-4,97,70,72,72,74,79,84,95,92,89,97,-4,96,63,63,50,56,67,77,96,84,88,-4,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,56,-1,44,-1,-1,-1,-1,73,76,76,84,78,83,96,93,97,97,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,53,61,73,55,68,91,84,92,97,94,-4,18,33,13,17,50,30,60,62,63,80,-1,-1,73,76,77,84,79,84,95,93,94,97,-4,98
"120901",66,74,70,87,77,80,84,88,88,98,90,91,46,56,49,78,59,63,74,77,76,94,88,94,51,65,53,81,64,71,76,82,78,95,87,88,69,76,69,84,80,83,88,92,88,98,94,96,55,68,55,80,69,74,78,87,80,97,90,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,42,-1,57,31,47,44,57,-1,-1,90,64,63,71,72,90,74,77,79,84,88,98,86,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,51,43,74,57,62,68,73,67,92,83,84,27,53,-1,-4,34,49,40,67,-1,-1,55,50,79,84,86,93,87,89,90,92,95,99,91,94
"120902",76,80,84,86,83,86,91,95,93,92,88,92,54,38,-1,-1,58,38,77,75,-1,-1,-1,-1,66,71,78,76,77,78,88,92,92,88,85,89,81,82,85,85,87,86,92,93,93,94,86,93,68,74,78,83,77,80,89,91,89,91,93,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,52,17,80,45,61,52,71,60,-1,-1,71,71,79,84,87,80,86,91,96,93,91,90,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,58,66,70,60,70,81,86,85,83,89,79,44,38,20,64,53,65,60,78,40,70,78,33,84,88,91,90,91,94,94,98,97,95,87,95
"120905",84,92,87,96,89,94,95,98,97,99,98,-4,46,70,20,-4,77,70,77,-4,-1,-1,-1,-1,73,85,85,95,80,89,90,93,92,-4,94,-4,86,91,86,93,90,94,97,97,97,98,98,-4,72,88,75,97,81,91,92,95,91,-4,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,87,40,-1,68,87,76,93,-1,-1,-1,-4,82,92,87,98,87,93,94,98,96,99,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,77,68,87,72,83,87,92,91,96,92,-4,61,73,81,89,70,70,81,84,91,-4,-1,-4,88,93,91,95,91,95,97,98,99,98,98,-4
"121902",69,66,69,83,78,69,90,92,85,96,93,89,35,40,14,50,50,47,55,60,57,-4,80,-1,60,62,44,82,73,65,83,87,72,96,93,89,71,73,67,85,79,76,91,93,91,98,-4,97,50,55,-1,-1,63,55,86,91,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,59,70,81,76,62,89,90,81,94,83,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,40,56,75,53,44,81,86,88,92,-1,63,32,21,14,48,32,30,61,75,46,83,-1,-1,73,68,74,86,81,71,93,94,89,95,94,89
"121903",72,78,74,86,81,84,93,93,96,96,92,94,38,46,40,50,52,78,71,75,-1,86,-4,86,65,70,68,83,78,80,88,89,90,94,89,91,73,81,71,86,82,86,94,95,95,94,97,97,63,63,60,86,71,70,92,96,86,-4,-4,-4,91,64,-1,-1,-4,69,91,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,74,77,87,79,82,91,91,98,97,87,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,60,59,74,65,70,84,87,96,92,83,86,42,45,44,70,46,52,86,61,83,55,-1,88,73,79,74,87,81,85,93,93,97,96,91,94
"121904",63,71,72,76,73,78,86,92,89,92,83,92,49,58,62,63,63,69,80,88,84,87,77,89,56,65,65,69,69,75,83,90,86,88,79,90,65,72,72,76,74,79,89,94,88,94,90,94,71,78,69,74,79,87,92,95,93,96,98,98,80,80,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,63,72,38,58,77,82,88,88,80,89,92,95,61,70,73,77,72,78,84,91,89,91,77,91,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,47,59,61,66,61,69,80,89,84,88,76,87,16,27,26,46,37,43,45,68,54,67,42,57,73,80,82,89,80,84,90,96,92,97,86,94
"121905",70,76,75,87,79,83,89,94,94,94,93,91,53,66,57,79,73,73,78,91,92,94,91,96,61,71,69,84,74,79,83,91,91,93,91,86,71,76,73,87,80,83,91,94,93,93,94,93,69,78,56,94,80,86,80,89,67,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,67,-1,67,-1,-1,-1,-1,-1,68,76,77,87,78,83,87,94,95,96,92,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,55,56,77,61,67,83,89,89,89,87,74,36,45,41,50,44,47,53,80,72,62,75,60,72,78,78,88,80,84,92,95,95,95,93,90
"121906",70,80,78,93,78,85,94,96,97,97,95,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,70,71,84,70,82,89,92,95,96,82,90,70,81,68,94,78,84,97,99,93,97,-4,97,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,78,88,92,78,86,91,94,-4,96,92,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,60,55,84,55,71,81,91,92,93,84,84,33,58,60,60,50,63,58,82,-1,-1,-1,-1,70,79,78,93,78,85,94,96,97,96,97,91
"122901",69,67,76,74,77,73,91,87,94,93,97,97,-1,20,-1,60,-1,20,-1,60,-1,80,-1,-1,52,44,56,58,63,49,83,77,81,87,-1,86,74,78,75,82,82,81,93,92,94,92,94,94,51,51,48,56,67,62,83,72,91,88,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,-1,13,25,19,38,33,-1,50,-1,-1,65,56,77,65,73,66,88,81,94,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,60,58,57,53,81,78,88,90,-4,83,6,26,44,67,19,29,63,53,86,73,-1,-1,80,82,90,87,83,86,96,99,96,98,95,-4
"122902",63,83,67,94,63,89,97,94,-4,-4,86,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,80,50,89,58,85,-4,95,-4,-4,-1,-4,50,87,-1,88,50,87,-4,-4,-1,-4,-1,-1,38,80,-1,90,38,87,92,93,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,80,80,-4,75,90,94,90,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,79,-1,90,30,93,-4,86,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,83,80,-4,82,89,-4,94,-1,-4,-1,-4
"123803",72,62,82,62,82,95,88,80,-4,97,83,67,72,60,79,60,84,95,88,80,-4,97,81,68,73,60,84,60,82,97,88,79,-4,97,82,50,76,56,79,53,88,96,92,78,-4,-4,88,57,82,-1,-1,-1,80,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,69,86,72,75,94,82,83,-4,94,73,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,39,78,42,86,95,86,66,-4,-4,69,33,33,27,86,38,55,90,50,52,-4,88,20,-1,57,-1,-1,-1,57,-1,71,-1,-1,-1,-1,-1
"123804",28,17,32,33,26,11,56,58,64,50,-1,-1,24,16,25,31,19,9,53,57,55,48,-1,-1,28,13,32,29,26,11,56,65,64,53,-1,-1,29,11,29,41,32,14,58,53,71,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,26,36,23,17,6,53,65,55,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,19,33,36,24,5,54,53,63,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"123805",66,71,58,88,80,83,84,88,91,-4,96,88,60,64,57,77,74,78,76,83,86,-4,-4,92,63,68,59,85,76,82,81,88,90,-4,-4,86,56,70,30,87,74,79,82,89,83,-4,92,85,-1,82,-1,-1,-1,91,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,73,89,89,88,87,88,87,-4,-4,-4,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,56,14,83,65,69,77,81,80,-4,-4,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,86,-1,-4,90,89,-4,-4,-1,-4,88,86
"123806",76,76,84,84,82,82,89,89,89,94,88,94,58,58,57,76,64,66,79,80,-1,85,90,87,63,68,75,76,72,74,87,85,-1,91,80,89,72,76,74,79,80,81,89,89,91,94,93,97,67,66,70,67,71,79,89,82,-1,91,83,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,77,96,88,83,82,89,89,88,94,84,90,86,89,83,86,95,91,90,94,-1,-4,-4,-4,60,47,-1,53,78,53,70,88,-1,88,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,87,94,95,89,88,92,95,-4,97,86,97
"123905",79,81,82,85,86,87,92,93,97,97,96,96,59,74,54,76,75,81,84,93,94,96,95,90,71,75,73,77,80,84,88,90,97,95,94,95,79,81,77,83,87,87,93,94,97,98,98,98,74,72,81,73,82,81,88,86,97,96,92,95,80,71,-1,69,80,82,-4,89,-1,-4,-1,90,58,62,42,60,73,79,69,68,80,-4,89,75,79,80,87,86,86,88,90,91,97,97,93,94,88,87,89,86,93,94,95,95,-4,-4,98,-4,57,60,65,72,70,73,83,84,94,95,90,87,44,49,55,58,57,65,67,75,82,82,71,81,80,82,84,86,87,88,92,93,97,97,96,96
"123907",49,58,56,66,60,67,74,80,81,88,81,90,41,50,49,61,51,59,70,77,79,85,78,87,49,57,55,65,60,67,73,80,80,88,80,90,52,61,56,67,64,69,78,84,84,91,85,93,55,63,61,68,67,74,77,83,84,90,83,92,67,56,-1,-1,67,50,-4,78,-1,-1,-1,-1,47,55,38,49,64,68,65,71,62,73,73,87,46,55,55,65,56,66,70,77,79,85,77,86,73,85,73,87,85,90,86,93,91,97,95,97,36,46,43,56,49,58,66,74,74,84,75,86,9,18,14,22,15,29,31,37,42,44,39,60,50,62,68,74,57,69,79,83,76,88,78,85
"123908",77,81,80,85,84,87,92,94,95,95,93,97,67,72,62,72,75,78,93,97,83,90,88,94,68,75,72,80,76,82,87,90,89,92,88,95,77,81,77,82,85,88,94,96,94,97,97,98,73,77,74,81,82,85,89,91,91,92,94,93,80,68,71,80,79,67,95,92,-1,-1,88,-4,47,55,44,30,74,70,53,65,88,38,-4,82,76,81,84,89,83,87,90,92,96,94,89,95,81,89,84,89,91,93,89,93,98,93,97,97,48,54,55,65,61,68,82,85,88,90,86,92,44,49,55,51,56,63,73,80,82,81,59,80,77,81,81,86,84,88,93,94,96,96,93,97
"123910",67,76,74,85,75,82,87,90,94,96,91,93,60,70,69,82,70,78,84,88,92,95,89,91,61,71,69,82,71,78,84,88,92,95,89,91,68,77,73,85,76,83,89,92,94,97,93,96,68,78,73,85,80,86,86,89,92,98,92,95,70,60,67,-1,78,65,95,89,-4,-1,-1,86,56,66,56,70,74,80,74,78,76,96,86,89,65,74,76,85,74,81,85,88,94,96,88,90,89,91,92,93,96,96,94,94,99,99,99,99,49,60,60,73,61,69,77,82,88,92,82,87,54,73,62,85,64,81,76,86,84,95,77,82,85,90,92,95,89,92,96,97,99,99,95,98
"123913",82,90,90,93,88,94,97,98,-4,-4,90,96,87,88,85,91,95,94,97,98,-4,-4,-1,86,84,92,95,94,90,95,96,97,-4,-4,88,97,80,92,82,91,87,94,96,99,-4,-4,-4,96,88,-4,-4,-4,88,-4,-4,-4,-4,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,89,97,94,90,94,98,96,-4,-4,83,95,75,88,-1,-1,88,-4,88,88,-1,-1,-1,-1,76,86,89,93,78,89,94,96,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,87,91,92,86,92,97,97,-4,-4,86,95
"123914",83,86,89,91,89,92,95,95,96,97,96,97,80,85,89,89,85,88,96,94,94,-4,88,-4,77,79,85,87,87,88,92,92,91,95,94,93,83,87,84,92,89,92,96,96,97,97,99,99,85,82,88,85,91,92,96,93,94,-4,96,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,43,-1,75,84,87,80,-1,-1,-1,83,84,85,94,91,89,92,93,94,95,98,93,96,88,-4,-1,-1,-4,-4,86,-4,-1,-1,-1,-1,67,66,78,79,77,80,88,87,92,93,93,95,57,46,71,57,68,68,73,71,67,93,89,71,83,87,89,92,89,92,95,96,96,97,96,98
"124901",61,65,63,77,76,75,83,85,83,91,90,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,59,58,74,74,70,80,82,81,90,89,92,64,65,58,72,78,76,86,88,84,93,92,97,60,64,63,77,76,74,83,85,84,91,91,93,60,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,44,47,62,50,65,59,69,69,-1,-1,71,83,59,65,67,82,75,73,81,83,83,90,89,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,49,52,63,65,63,75,77,78,87,86,89,27,33,27,38,35,59,45,52,60,82,83,40,76,86,63,89,88,86,88,-4,71,-4,-1,-1
"125901",55,64,62,72,65,73,79,84,90,94,88,90,59,58,-1,-1,73,64,76,83,-1,-1,-1,-1,48,58,55,67,60,70,74,81,88,92,86,88,54,63,54,66,65,73,82,85,88,93,92,93,53,62,60,71,64,72,78,83,90,93,88,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,28,15,27,42,49,50,45,50,75,75,62,55,65,69,79,66,74,77,83,92,94,85,88,82,-4,83,-1,82,-4,91,-4,-1,-1,-1,-1,29,37,38,51,43,52,64,70,82,87,79,80,15,30,25,46,26,39,30,54,41,67,55,78,75,80,81,89,80,84,91,92,95,98,96,98
"125902",61,62,68,75,72,73,82,85,87,92,92,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,55,63,69,66,69,78,82,81,90,88,88,62,62,70,74,70,72,83,89,92,95,92,95,58,61,65,73,70,72,80,85,86,92,91,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,48,33,20,70,67,52,63,67,60,90,89,61,62,66,75,74,75,81,82,83,90,92,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,38,52,56,54,53,70,77,80,88,86,83,24,35,33,67,42,45,70,82,67,75,-1,-1,86,76,89,-4,92,82,97,93,-4,-4,-4,-4
"125903",75,78,81,87,83,86,92,93,95,94,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,73,78,82,79,82,88,89,93,93,94,95,79,81,81,84,85,87,96,96,96,94,97,99,69,71,76,81,79,80,89,90,93,90,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,79,17,83,69,86,56,92,40,-1,-1,-1,72,75,81,89,81,85,88,88,95,94,94,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,54,60,71,61,68,82,83,90,87,91,92,56,74,60,83,65,88,68,88,40,89,89,71,82,87,86,92,87,92,96,95,98,99,97,97
"125905",42,44,57,54,51,55,72,72,77,77,82,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,41,50,54,44,54,68,69,70,79,76,87,42,45,55,50,52,53,76,75,81,75,86,89,41,43,57,53,50,54,71,71,78,76,82,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,22,38,10,22,48,44,43,33,50,57,-1,43,43,60,56,50,57,69,69,74,78,79,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,27,37,40,34,39,59,62,64,70,68,83,10,22,19,21,22,30,32,50,47,56,60,-1,62,57,57,57,64,65,88,91,67,82,80,-1
"125906",66,71,84,76,75,75,81,83,-1,-1,94,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,57,67,67,70,66,78,77,-1,-1,-4,71,64,62,78,50,68,69,82,81,-1,-1,-4,83,64,67,87,75,75,73,81,82,-1,-1,94,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,77,90,-4,81,79,81,85,-1,-1,88,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,38,40,60,46,43,54,52,-1,-1,-4,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,-1,-1,88,-1,88,-1,-1,-1,-1
"126901",64,72,70,80,71,79,88,91,91,96,93,92,49,56,58,58,55,65,89,85,83,85,-4,80,57,68,64,74,66,77,83,88,88,95,92,88,63,72,66,77,72,78,90,92,91,95,97,95,53,65,59,67,62,76,82,87,86,96,92,87,-1,80,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,36,46,21,26,46,63,61,68,53,67,75,72,64,72,74,83,70,79,86,90,91,96,91,89,57,80,-1,-1,71,80,-4,-4,-1,-1,-1,-1,45,57,54,70,52,67,80,84,83,92,90,86,33,35,28,44,42,42,55,61,56,70,52,76,68,75,74,85,74,80,89,92,93,96,93,94
"126902",78,80,84,87,85,86,91,92,96,96,93,92,62,64,68,72,72,72,86,86,94,90,86,85,67,71,75,81,77,79,86,88,92,92,90,87,78,80,81,85,85,86,93,94,95,97,97,95,67,72,74,81,77,80,87,89,92,93,96,90,86,81,89,94,91,86,97,97,-4,-4,-4,71,41,49,44,60,61,65,67,72,72,74,94,74,77,80,87,89,84,87,90,91,96,96,90,89,80,92,76,86,84,98,93,98,94,-4,-4,89,52,58,63,71,65,69,79,83,89,91,85,78,32,35,44,47,46,49,56,62,69,63,62,61,80,83,86,89,87,88,92,93,96,97,93,93
"126903",67,68,74,79,74,75,87,88,92,93,91,90,60,62,63,69,65,66,89,90,83,91,95,96,56,59,64,70,67,68,81,82,88,89,86,86,66,68,72,76,73,75,89,89,92,93,93,93,52,56,59,66,64,67,78,81,90,90,85,85,92,88,-1,-1,92,-4,-4,86,-1,-1,-4,-1,37,42,38,41,52,57,62,64,58,68,78,81,67,68,76,82,75,75,85,86,92,93,88,86,65,77,69,75,74,85,81,86,83,-1,-4,90,45,45,55,56,56,57,76,72,85,82,84,78,35,31,49,53,42,39,60,56,77,75,79,63,76,76,84,88,81,81,92,92,94,95,93,92
"126904",85,89,92,90,91,94,93,95,96,96,97,97,68,67,80,55,74,80,82,79,-4,88,83,-4,76,79,86,78,84,88,87,90,89,88,91,94,85,90,91,89,90,94,94,96,97,95,97,99,80,77,88,67,89,88,87,91,89,82,91,91,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,36,-3,-1,-3,64,38,45,13,-1,20,-1,-1,85,88,92,91,92,93,93,95,96,97,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,69,80,75,74,79,81,84,90,87,82,90,40,53,64,60,56,62,63,75,79,-4,75,88,87,92,93,97,92,95,95,97,97,99,98,98
