DISTRICT,D200A001S16R,D200AC01S16R,D200AM01S16R,D200AR01S16R,D200AS01S16R,D200AW01S16R,D300A001S16R,D300AC01S16R,D300AM01S16R,D300AR01S16R,D300AS01S16R,D300AW01S16R,D400A001S16R,D400AC01S16R,D400AM01S16R,D400AR01S16R,D400AS01S16R,D400AW01S16R,DA00A001S16R,DA00AC01S16R,DA00AM01S16R,DA00AR01S16R,DA00AS01S16R,DA00AW01S16R,DB00A001S16R,DB00AC01S16R,DB00AM01S16R,DB00AR01S16R,DB00AS01S16R,DB00AW01S16R,DE00A001S16R,DE00AC01S16R,DE00AM01S16R,DE00AR01S16R,DE00AS01S16R,DE00AW01S16R,DF00A001S16R,DF00AC01S16R,DF00AM01S16R,DF00AR01S16R,DF00AS01S16R,DF00AW01S16R,DH00A001S16R,DH00AC01S16R,DH00AM01S16R,DH00AR01S16R,DH00AS01S16R,DH00AW01S16R,DI00A001S16R,DI00AC01S16R,DI00AM01S16R,DI00AR01S16R,DI00AS01S16R,DI00AW01S16R,DL00A001S16R,DL00AC01S16R,DL00AM01S16R,DL00AR01S16R,DL00AS01S16R,DL00AW01S16R,DM00A001S16R,DM00AC01S16R,DM00AM01S16R,DM00AR01S16R,DM00AS01S16R,DM00AW01S16R,DR00A001S16R,DR00AC01S16R,DR00AM01S16R,DR00AR01S16R,DR00AS01S16R,DR00AW01S16R,DS00A001S16R,DS00AC01S16R,DS00AM01S16R,DS00AR01S16R,DS00AS01S16R,DS00AW01S16R,DW00A001S16R,DW00AC01S16R,DW00AM01S16R,DW00AR01S16R,DW00AS01S16R,DW00AW01S16R
"067902",85,67,85,87,91,-1,78,.,-1,-1,.,-1,.,.,.,.,.,.,84,87,81,84,82,87,-1,-1,-1,-1,.,.,78,80,73,80,75,84,83,84,78,88,74,89,83,79,82,85,77,92,83,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,.,84,90,84,81,88,85,67,71,64,69,62,68,51,68,47,49,32,67,84,90,81,85,81,85
"067903",50,-1,-1,-1,-1,-1,91,-1,-1,-1,-1,.,.,.,.,.,.,.,77,80,78,76,80,75,52,-1,47,53,-1,-1,73,81,72,71,77,70,77,76,76,80,71,76,73,70,72,73,74,78,-1,-1,-1,-1,.,.,42,45,49,33,-1,-1,78,84,79,73,89,75,57,61,58,55,65,53,46,62,45,43,56,-1,81,85,81,79,83,76
"067904",92,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,83,74,67,82,64,-1,.,.,-1,.,.,69,77,70,62,80,67,77,89,78,71,80,72,77,85,81,65,88,89,.,.,.,.,.,.,55,-1,83,-1,-1,-1,68,75,69,63,83,56,60,75,61,51,76,55,39,-1,47,31,-1,-1,69,81,70,67,74,54
"067907",42,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,53,69,53,51,56,38,48,-1,45,54,-1,-1,45,64,45,43,46,33,60,63,60,59,62,55,47,67,37,49,58,-1,-1,.,-1,-1,.,-1,-1,.,-1,-1,.,-1,47,76,46,44,52,28,38,53,37,38,32,22,24,-1,27,21,-1,-1,56,72,58,52,57,41
"067908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,90,82,91,87,84,.,.,.,.,.,.,84,84,78,90,79,81,85,84,76,90,92,91,86,-1,79,88,-1,100,.,.,.,.,.,.,-1,.,-1,-1,.,.,89,100,89,91,82,79,64,73,50,76,-1,-1,57,-1,-1,-1,-1,.,87,89,83,91,90,80
"068802",83,.,-1,-1,.,.,100,-1,-1,-1,.,-1,.,.,.,.,.,.,83,80,82,86,.,77,89,-1,71,100,.,-1,82,80,79,86,.,77,84,79,82,88,.,80,82,81,81,85,.,76,-1,-1,-1,-1,.,.,-1,.,-1,-1,.,.,82,80,81,85,.,74,63,63,60,68,.,57,62,86,55,65,.,63,83,78,82,86,.,76
"068803",100,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,94,80,87,.,79,62,.,-1,-1,.,-1,66,-1,46,77,.,-1,87,94,80,91,.,92,80,89,80,82,.,73,.,.,.,.,.,.,-1,.,-1,-1,.,-1,79,92,80,83,.,65,48,-1,39,57,.,-1,48,-1,-1,-1,.,-1,85,95,81,89,.,83
"068901",68,80,61,70,73,69,85,95,81,84,92,73,70,82,75,61,-1,75,58,64,56,58,59,54,46,53,41,47,55,48,50,56,50,50,46,47,61,64,58,63,58,62,55,61,55,55,55,52,70,79,68,75,58,54,44,47,49,39,30,43,55,64,54,53,60,47,45,51,44,45,48,38,24,28,25,21,34,18,67,75,63,69,70,64
"069901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,78,49,74,70,68,.,.,.,.,.,.,63,76,48,71,68,67,64,63,43,78,70,76,62,69,46,71,71,62,.,.,.,.,.,.,50,-1,-1,-1,-1,-1,66,85,53,72,71,63,48,67,30,56,55,47,56,-1,38,80,-1,-1,82,100,64,88,-1,100
"069902",100,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,78,72,72,82,79,-1,.,.,.,-1,.,71,71,73,69,76,76,82,82,77,84,83,93,68,63,69,64,73,83,.,.,.,.,.,.,-1,.,-1,-1,.,.,66,73,67,58,80,64,65,81,57,62,71,-1,30,-1,50,-1,-1,-1,79,89,74,78,88,73
"070801",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,46,49,48,49,37,44,41,43,47,52,38,46,45,48,47,44,36,48,44,48,51,47,44,48,48,51,49,45,36,.,.,.,.,.,.,43,44,47,43,40,29,46,48,50,45,50,28,43,45,44,43,43,28,13,22,12,9,27,-1,49,42,45,46,82,44
"070901",-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,.,-1,-1,.,.,77,83,86,74,69,63,67,-1,-1,-1,.,-1,73,81,81,71,67,50,88,91,93,87,74,83,70,70,82,64,63,56,.,.,.,.,.,.,56,-1,-1,-1,-1,-1,65,76,76,60,65,43,49,60,65,46,-1,-1,44,47,57,46,-1,-1,81,89,88,79,73,65
"070903",74,71,81,72,71,-1,74,-1,75,78,-1,-1,93,-1,100,90,-1,-1,74,75,80,71,72,70,60,62,64,57,64,53,71,71,77,67,66,66,78,78,82,77,73,76,73,73,80,70,70,71,91,-1,-1,-1,-1,.,63,59,79,54,-1,55,71,72,78,67,71,65,55,56,63,52,56,43,33,32,40,29,35,24,82,83,85,81,81,75
"070905",83,100,100,64,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,67,74,68,64,66,63,60,57,58,63,67,43,64,71,66,62,65,59,69,76,68,68,63,66,66,72,67,63,64,64,100,-1,-1,-1,-1,-1,49,46,55,48,13,50,64,71,67,60,67,60,55,61,58,52,55,53,36,47,39,28,49,22,72,84,72,70,71,62
"070907",73,-1,90,62,-1,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,72,66,73,76,63,64,56,64,61,52,60,-1,66,63,69,69,56,56,77,67,79,87,47,70,70,59,74,75,52,65,-1,.,-1,-1,.,-1,48,-1,56,54,-1,-1,67,66,67,67,74,58,57,52,61,62,53,35,39,37,44,36,-1,-1,79,71,75,88,68,72
"070908",81,81,80,81,86,84,95,91,95,94,95,100,60,-1,-1,-1,-1,.,85,88,87,84,86,80,80,84,80,78,81,77,76,81,79,74,76,72,87,89,87,88,85,85,79,81,82,77,75,75,83,82,83,83,-1,88,69,76,78,65,-1,57,84,88,87,80,86,75,68,75,71,66,69,55,47,52,47,47,47,38,88,91,89,87,89,81
"070909",85,100,80,93,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,72,74,78,61,61,71,70,75,79,60,50,69,73,69,76,58,52,79,84,78,84,68,70,71,67,74,78,56,62,.,.,.,.,.,.,50,-1,58,60,-1,-1,68,66,72,74,56,50,47,43,48,55,50,-1,24,-1,26,-1,-1,-1,72,71,73,74,67,67
"070910",60,-1,70,58,-1,-1,100,.,-1,-1,.,-1,.,.,.,.,.,.,77,87,79,74,79,68,50,-1,70,-1,.,-1,72,84,74,69,72,65,79,83,79,78,75,78,72,81,75,70,70,62,-1,.,-1,-1,.,.,50,71,55,43,-1,33,76,90,79,71,82,60,58,72,61,54,60,45,46,64,46,44,50,30,82,94,82,79,88,72
"070911",80,95,76,76,86,81,82,90,82,80,86,-1,63,-1,-1,-1,.,.,77,81,81,73,80,69,73,77,77,69,78,68,70,73,76,66,72,61,81,84,82,80,80,75,75,76,80,71,76,67,83,100,88,78,71,83,62,56,76,58,37,54,73,77,79,67,80,63,58,65,66,53,57,44,36,38,40,33,38,31,80,86,83,77,83,71
"070912",85,86,84,85,88,78,89,88,100,89,-1,-1,92,-1,-1,-1,-1,-1,80,81,83,79,77,75,67,67,71,64,66,65,74,74,78,72,68,71,83,81,84,84,78,81,78,77,81,77,72,74,71,70,78,74,-1,-1,67,57,75,66,29,70,78,81,81,75,76,69,66,68,71,64,61,58,43,48,48,37,53,33,85,88,86,85,84,78
"070915",89,100,78,92,-1,.,88,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,80,83,82,78,86,79,78,-1,86,70,-1,-1,71,75,73,69,80,65,83,83,82,81,88,88,70,77,72,68,76,61,100,-1,-1,-1,-1,-1,38,-1,50,31,-1,-1,78,82,81,75,85,71,65,66,69,61,63,61,37,44,35,33,43,45,82,83,84,80,88,82
"071801",-1,-1,-1,-1,-1,.,90,100,92,88,-1,86,-1,.,-1,-1,.,-1,82,85,86,82,77,74,78,78,78,74,83,86,79,80,84,78,68,71,84,88,85,84,77,79,81,83,85,81,74,73,-1,.,-1,-1,.,.,70,76,76,72,57,52,80,80,86,79,77,69,73,75,80,71,62,59,55,-1,65,46,-1,73,93,96,94,93,92,78
"071803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,71,71,56,97,.,.,.,.,.,.,.,70,75,74,55,97,.,72,79,68,57,97,.,69,70,71,55,97,.,.,.,.,.,.,.,60,82,82,33,100,.,69,60,75,56,97,.,71,71,76,56,97,.,54,-1,-1,-1,-1,.,100,-1,-1,-1,-1,.
"071804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,74,77,56,79,.,.,.,.,.,.,.,67,79,76,54,77,.,68,77,65,57,78,.,68,74,77,56,79,.,.,.,.,.,.,.,44,55,75,31,47,.,69,69,91,55,80,.,66,73,77,53,79,.,49,-1,63,40,57,.,75,.,-1,-1,-1,.
"071806",87,100,84,86,-1,83,83,-1,75,77,-1,100,-1,-1,-1,-1,-1,.,77,78,78,78,71,75,74,68,71,75,81,80,76,76,78,77,67,72,79,77,80,82,66,81,77,77,78,77,71,74,87,-1,-1,100,-1,-1,61,63,68,59,44,55,75,78,77,75,76,69,67,66,70,67,61,59,39,46,41,34,62,34,82,87,80,87,72,74
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,77,65,71,50,58,.,.,.,.,.,.,65,77,64,69,47,57,65,76,67,70,-1,58,67,77,66,71,50,59,.,.,.,.,.,.,61,67,62,67,-1,52,69,80,63,71,91,57,61,70,60,66,-1,56,57,-1,58,58,-1,-1,-1,-1,-1,-1,.,-1
"071809",-1,.,-1,-1,.,.,100,-1,-1,-1,.,.,.,.,.,.,.,.,90,97,89,89,.,86,80,-1,71,86,.,.,89,96,89,88,.,83,91,100,89,92,.,84,90,97,90,89,.,85,.,.,.,.,.,.,80,-1,86,82,.,-1,89,94,90,87,.,89,83,-1,84,87,.,67,44,-1,-1,-1,.,-1,97,-1,91,100,.,-1
"071810",-1,.,-1,-1,.,.,-1,.,-1,-1,.,-1,.,.,.,.,.,.,59,.,54,60,.,65,80,.,-1,-1,.,-1,57,.,51,60,.,63,64,.,56,67,.,72,58,.,54,59,.,65,.,.,.,.,.,.,44,.,47,47,.,-1,53,.,52,52,.,56,40,.,33,44,.,45,18,.,-1,-1,.,-1,47,.,-1,-1,.,-1
"071901",73,82,76,68,100,-1,85,100,89,78,-1,-1,.,.,.,.,.,.,73,79,75,68,77,67,71,81,69,66,-1,78,71,78,74,67,76,66,75,79,75,73,78,73,73,79,75,68,77,68,48,-1,50,42,-1,-1,52,59,61,44,42,44,71,79,76,64,76,62,58,66,63,53,63,49,36,44,42,30,36,30,76,85,80,72,76,60
"071902",80,87,77,79,80,78,90,91,92,88,86,91,82,84,84,77,87,92,73,77,75,70,72,70,72,75,72,70,73,70,68,73,71,65,67,65,75,78,76,75,72,74,71,76,74,68,71,68,79,87,83,74,92,64,54,56,62,49,42,50,71,77,75,66,72,66,60,65,63,55,61,55,38,42,42,34,36,32,85,90,85,85,84,82
"071903",-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,79,82,68,77,63,-1,.,.,.,.,-1,73,78,81,66,76,62,76,79,82,71,76,69,74,79,82,67,76,64,-1,.,.,-1,.,.,61,60,75,53,50,49,72,79,81,64,77,58,64,69,75,56,65,49,36,43,44,32,34,23,83,100,77,93,-1,-1
"071904",-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,70,77,76,66,61,64,-1,.,-1,-1,.,-1,69,77,75,66,60,63,74,78,78,73,59,71,70,77,76,66,60,64,.,.,.,.,.,.,54,58,64,49,43,47,67,77,74,61,62,57,60,69,67,55,49,50,39,43,48,31,50,30,63,-1,75,60,-1,-1
"071905",86,92,88,86,90,71,94,96,100,90,89,94,78,-1,83,71,-1,88,78,81,82,74,77,72,76,84,78,71,83,74,75,79,80,71,73,69,80,81,83,78,76,78,77,81,82,74,77,72,66,60,72,63,57,83,64,65,75,57,49,57,76,81,82,71,78,67,66,69,73,60,65,56,49,51,54,43,53,44,86,90,89,84,86,84
"071906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,68,76,71,62,67,100,-1,-1,-1,-1,.,71,68,76,71,62,67,73,71,76,77,52,70,71,67,76,71,59,69,.,.,.,.,.,.,61,51,70,56,50,67,69,64,76,66,70,64,58,52,67,56,45,51,38,-1,36,41,60,35,66,-1,56,73,88,-1
"071907",88,-1,93,93,-1,-1,97,100,100,93,100,-1,-1,-1,-1,-1,-1,.,76,85,78,71,83,71,93,100,89,89,100,-1,73,83,76,67,82,68,80,85,80,76,84,79,76,85,78,71,82,71,74,75,71,70,-1,.,59,68,66,52,53,59,73,86,76,67,82,63,65,78,69,58,73,56,37,50,44,28,47,19,92,97,92,88,100,88
"071908",-1,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,63,67,65,58,64,68,.,.,.,.,.,.,62,66,65,57,64,68,62,68,65,57,61,69,63,68,65,58,65,68,-1,.,-1,.,.,.,43,41,51,35,43,51,64,67,65,60,68,68,53,57,57,48,53,55,44,47,51,33,57,-1,-1,-1,-1,-1,-1,-1
"071909",90,93,88,91,91,84,89,91,93,87,82,87,76,86,76,67,89,89,80,84,83,76,83,77,82,84,79,79,93,86,77,81,81,73,80,73,83,85,84,81,83,83,80,84,83,76,83,76,70,76,72,65,87,52,61,61,72,55,58,56,77,82,81,72,84,71,65,69,70,59,72,57,43,47,49,36,44,38,84,87,85,82,85,83
"072801",76,80,55,74,88,.,90,92,100,80,100,.,56,-1,-1,-1,-1,.,70,81,61,63,85,-1,64,77,52,55,82,-1,67,78,59,60,82,-1,73,82,62,69,84,-1,68,77,64,60,84,-1,68,71,50,73,83,.,64,73,70,52,81,-1,66,79,60,54,86,-1,67,78,58,58,83,-1,41,51,28,34,59,-1,73,86,60,66,87,-1
"072802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,60,24,36,76,.,.,.,.,.,.,.,45,55,-1,41,73,.,52,75,-1,42,78,.,24,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,.,42,-1,-1,32,75,.,38,54,-1,32,65,.,30,-1,-1,-1,-1,.,56,67,-1,41,89,.
"072901",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,64,71,76,-1,75,.,.,.,.,.,.,67,-1,64,72,-1,71,73,63,71,86,-1,-1,62,-1,59,66,-1,70,.,.,.,.,.,.,53,-1,50,57,-1,-1,71,-1,71,68,-1,77,55,-1,53,63,-1,-1,-1,.,-1,-1,.,-1,83,67,89,89,-1,83
"072902",78,-1,78,91,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,76,77,83,72,72,68,72,-1,88,70,-1,-1,73,73,82,69,64,64,78,74,85,78,67,73,73,74,81,68,69,63,-1,-1,-1,-1,.,.,50,32,70,44,-1,28,74,80,82,68,76,62,59,65,70,54,46,42,39,-1,53,31,-1,-1,82,83,88,79,77,80
"072903",78,75,79,78,-1,88,86,-1,93,90,-1,71,-1,.,.,-1,.,.,81,84,82,80,83,78,52,-1,46,52,-1,-1,71,75,72,70,73,65,83,83,83,82,83,85,73,77,75,70,73,69,77,-1,85,81,-1,-1,52,54,58,49,30,48,80,84,81,78,83,71,60,66,62,57,60,54,42,55,50,32,34,39,86,88,86,86,87,84
"072904",78,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,82,77,89,87,56,71,.,.,.,.,.,.,83,-1,100,86,-1,-1,82,75,84,94,-1,79,87,-1,86,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,79,94,81,71,-1,80,64,96,91,-1,56,-1,-1,-1,-1,.,.,82,75,89,87,58,68
"072908",83,-1,-1,-1,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,90,90,93,91,60,96,.,.,.,.,.,.,87,85,94,86,-1,100,91,93,92,93,56,100,77,86,94,76,-1,-1,100,-1,-1,100,.,-1,-1,.,-1,-1,.,.,88,86,95,89,64,88,73,81,77,76,-1,-1,50,-1,-1,-1,-1,-1,93,90,93,95,75,100
"072909",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,81,81,76,80,76,.,.,.,.,.,.,74,75,80,72,63,74,86,100,85,83,75,92,75,74,82,73,63,69,.,.,.,.,.,.,58,54,74,56,-1,-1,74,72,79,71,83,67,66,67,75,62,53,54,45,-1,-1,-1,-1,-1,82,91,80,78,95,83
"072910",83,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,94,73,79,89,59,.,.,.,.,.,.,69,100,67,72,-1,43,75,100,72,78,83,59,50,-1,-1,58,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,.,.,76,86,75,81,-1,60,52,100,45,55,-1,-1,50,.,-1,-1,.,-1,80,92,81,82,100,65
"073901",75,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,60,70,70,63,75,68,62,69,73,70,-1,65,58,66,67,58,69,73,60,75,77,56,86,64,54,68,64,49,73,.,.,.,.,.,.,56,60,61,53,-1,-1,65,61,66,64,71,68,59,47,60,63,52,63,35,30,44,28,54,-1,82,80,79,85,84,84
"073903",60,.,-1,-1,-1,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,40,42,37,39,55,38,36,35,33,35,49,34,40,42,37,39,55,38,46,47,42,46,66,42,43,52,41,39,56,40,.,.,.,.,.,.,23,19,25,17,42,35,34,37,32,31,47,34,29,34,28,27,45,23,19,21,15,14,48,-1,64,-1,50,68,100,56
"073904",-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,65,83,78,85,73,-1,.,-1,-1,.,-1,69,-1,81,62,-1,63,81,73,85,80,83,79,75,-1,83,78,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,76,60,82,77,86,68,62,50,76,59,-1,-1,39,-1,69,38,-1,-1,79,70,84,78,78,78
"073905",65,-1,-1,69,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,65,70,63,64,80,54,48,47,43,46,76,-1,62,64,62,62,72,52,70,75,67,68,81,64,67,70,69,64,84,63,.,.,.,.,.,.,52,-1,-1,75,-1,-1,61,66,59,60,78,48,47,52,44,47,66,21,30,-1,36,30,-1,-1,68,75,65,68,77,50
"074903",67,-1,61,59,89,86,69,-1,-1,-1,-1,.,-1,.,.,.,-1,.,69,73,71,68,69,63,50,47,49,55,47,44,62,65,66,61,59,56,73,80,72,74,68,69,59,65,63,57,64,47,69,-1,73,57,-1,-1,43,48,53,37,-1,39,66,67,70,63,69,57,45,46,53,45,31,30,39,41,42,34,39,43,75,79,77,75,70,70
"074904",79,-1,86,75,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,84,83,86,81,85,82,-1,.,-1,.,-1,.,79,84,81,75,78,81,84,78,85,83,89,85,69,83,68,67,-1,71,.,.,.,.,.,.,-1,.,-1,-1,.,-1,83,88,88,80,81,79,55,59,58,51,60,50,43,-1,50,35,-1,-1,85,83,88,83,87,84
"074905",-1,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,73,75,78,76,55,64,.,.,.,.,.,.,61,56,67,67,-1,46,70,77,70,74,50,71,50,-1,53,68,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,.,-1,77,73,86,78,61,55,46,-1,64,57,-1,-1,44,67,55,39,-1,-1,77,79,82,76,66,67
"074907",62,-1,73,59,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,74,64,80,70,82,80,60,58,72,49,67,60,64,48,74,60,72,67,75,62,79,73,78,84,64,60,71,57,63,80,80,-1,-1,-1,-1,.,52,-1,63,42,-1,-1,74,65,82,67,87,75,57,46,68,47,74,63,39,30,50,28,46,63,80,67,85,78,90,87
"074909",62,-1,65,67,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,71,72,73,72,67,61,55,-1,-1,69,-1,-1,64,65,68,66,51,53,78,73,78,81,73,74,73,67,80,74,65,67,69,86,70,62,86,-1,41,-1,47,42,-1,-1,65,71,70,63,62,47,52,58,58,52,35,43,29,36,30,29,29,-1,71,75,73,72,68,61
"074911",80,100,83,78,-1,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,80,78,79,84,67,80,.,.,.,.,.,.,71,82,70,74,59,50,83,78,83,86,64,95,47,83,42,46,-1,-1,78,-1,-1,-1,-1,-1,.,.,.,.,.,.,76,77,75,82,71,63,58,82,60,52,-1,50,27,-1,-1,38,-1,-1,83,75,82,89,69,90
"074912",72,-1,71,78,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,.,75,61,76,80,68,76,75,-1,-1,-1,-1,-1,65,55,67,69,60,66,74,59,75,79,67,79,73,47,73,80,71,80,-1,.,-1,-1,.,.,55,-1,75,-1,.,-1,75,62,77,80,69,74,44,23,38,56,46,55,41,47,38,46,-1,-1,75,64,76,80,68,74
"074917",83,100,-1,83,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,95,88,85,95,87,100,-1,-1,-1,-1,-1,83,88,83,80,100,82,88,94,85,88,96,83,84,90,85,80,86,-1,.,.,.,.,.,.,50,-1,-1,-1,-1,-1,88,96,92,81,93,90,80,88,78,72,100,83,63,80,70,45,71,-1,89,95,89,85,96,88
"075901",90,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,70,86,81,92,80,73,-1,73,73,-1,-1,78,67,83,76,87,74,87,81,86,88,100,83,80,69,85,78,88,76,.,.,.,.,.,.,41,-1,65,32,-1,-1,78,63,85,76,85,77,58,41,71,54,62,53,25,-1,32,-1,-1,-1,87,77,88,87,96,84
"075902",62,64,65,52,-1,63,90,-1,100,88,-1,-1,.,.,.,.,.,.,74,71,78,73,73,71,58,56,65,55,65,50,64,55,71,63,59,59,77,71,82,78,70,75,65,59,72,64,57,60,-1,.,-1,-1,-1,.,44,20,59,43,-1,41,71,71,75,68,78,66,54,53,62,52,45,41,38,37,45,34,37,38,85,84,87,85,84,84
"075903",65,.,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,.,.,.,.,.,.,73,72,73,72,76,71,45,36,49,40,59,-1,66,67,67,65,67,62,77,75,78,78,78,74,70,73,69,71,79,60,71,-1,-1,-1,.,.,56,60,52,57,-1,-1,68,68,67,67,75,66,53,51,57,52,55,42,27,24,33,25,-1,-1,83,80,83,85,80,88
"075906",-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,77,86,70,78,81,72,-1,.,-1,-1,.,-1,59,67,53,61,73,54,73,80,67,79,67,62,57,80,46,58,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,.,-1,80,93,72,77,100,79,60,73,46,69,62,-1,30,-1,-1,38,-1,-1,81,89,74,83,85,77
"075908",100,-1,100,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,79,89,86,91,89,47,-1,-1,-1,-1,-1,79,77,80,78,73,83,91,92,88,90,96,94,84,78,90,88,-1,71,71,-1,-1,-1,-1,-1,87,-1,100,100,-1,-1,81,71,89,80,86,77,62,46,65,63,69,71,42,56,41,30,-1,-1,89,78,90,88,94,97
"076903",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,79,78,78,85,64,-1,-1,-1,-1,-1,.,70,73,71,68,75,62,82,84,85,82,78,71,72,75,77,69,-1,73,.,.,.,.,.,.,61,-1,71,-1,-1,.,72,70,71,73,94,60,60,61,65,57,73,-1,62,-1,75,63,-1,-1,81,88,80,82,96,61
"076904",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,87,79,82,79,64,67,-1,83,-1,-1,-1,73,81,74,75,68,56,83,88,81,89,85,57,77,95,77,74,92,45,.,.,.,.,.,.,59,-1,75,50,.,-1,77,86,76,75,71,71,66,81,64,70,61,-1,47,-1,58,36,-1,-1,86,89,85,89,75,86
"077901",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,76,72,61,76,72,46,56,60,35,-1,-1,64,69,69,56,67,70,71,76,71,65,77,81,67,75,71,59,78,69,.,.,.,.,.,.,51,67,60,42,-1,42,67,75,73,58,74,63,54,62,60,45,66,52,27,40,22,18,56,-1,80,85,78,77,79,88
"077902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,67,65,60,77,62,70,-1,-1,-1,-1,.,60,60,62,57,70,60,69,65,70,68,78,70,60,64,62,57,72,57,.,.,.,.,.,.,35,-1,31,39,-1,-1,59,68,61,54,76,56,42,46,46,36,44,49,21,-1,15,16,-1,-1,79,86,76,77,91,80
"078901",-1,.,-1,-1,.,.,100,.,-1,-1,.,-1,.,.,.,.,.,.,60,63,58,66,43,59,63,-1,-1,-1,-1,.,58,69,53,64,44,58,63,52,64,75,39,77,52,60,47,63,-1,42,.,.,.,.,.,.,.,.,.,.,.,.,56,78,54,58,47,47,48,60,45,51,37,36,32,46,33,30,-1,-1,62,66,63,66,46,68
"079901",91,92,91,92,93,87,95,95,97,93,97,94,86,100,93,87,-1,-1,83,86,85,81,88,76,80,83,80,77,87,73,73,77,77,69,80,64,85,87,86,84,88,81,77,80,80,74,83,67,78,79,79,75,86,63,66,65,76,62,59,57,81,85,84,77,88,71,68,70,72,63,76,55,45,51,51,40,46,35,92,95,94,91,95,88
"079906",95,100,94,93,100,100,81,-1,-1,71,-1,-1,.,.,.,.,.,.,84,88,86,83,79,80,65,75,69,64,43,53,77,84,80,75,67,70,86,88,88,87,77,85,78,82,80,76,71,73,80,-1,-1,-1,-1,-1,64,64,76,60,44,53,82,88,84,79,81,76,70,78,74,68,64,55,46,57,48,43,57,26,91,95,93,90,88,87
"079907",87,91,87,85,92,83,95,96,96,94,95,91,84,92,92,74,100,75,82,85,83,81,86,75,72,76,72,71,80,64,70,76,72,69,76,58,85,86,85,85,87,80,75,80,78,73,80,62,83,89,82,82,93,74,65,63,73,62,56,53,80,84,82,77,86,70,66,71,69,64,70,54,39,48,40,36,49,30,92,93,92,91,93,87
