DISTRICT,DA311TA10R,DA311TA11R,DA311TC10R,DA311TC11R,DA311TM10R,DA311TM11R,DA311TR10R,DA311TR11R,DA311TS10R,DA311TS11R,DA311TW10R,DA311TW11R,DB311TA10R,DB311TA11R,DB311TC10R,DB311TC11R,DB311TM10R,DB311TM11R,DB311TR10R,DB311TR11R,DB311TS10R,DB311TS11R,DB311TW10R,DB311TW11R,DE311TA10R,DE311TA11R,DE311TC10R,DE311TC11R,DE311TM10R,DE311TM11R,DE311TR10R,DE311TR11R,DE311TS10R,DE311TS11R,DE311TW10R,DE311TW11R,DF311TA10R,DF311TA11R,DF311TC10R,DF311TC11R,DF311TM10R,DF311TM11R,DF311TR10R,DF311TR11R,DF311TS10R,DF311TS11R,DF311TW10R,DF311TW11R,DH311TA10R,DH311TA11R,DH311TC10R,DH311TC11R,DH311TM10R,DH311TM11R,DH311TR10R,DH311TR11R,DH311TS10R,DH311TS11R,DH311TW10R,DH311TW11R,DI311TA10R,DI311TA11R,DI311TC10R,DI311TC11R,DI311TM10R,DI311TM11R,DI311TR10R,DI311TR11R,DI311TS10R,DI311TS11R,DI311TW10R,DI311TW11R,DL311TA10R,DL311TA11R,DL311TC10R,DL311TC11R,DL311TM10R,DL311TM11R,DL311TR10R,DL311TR11R,DL311TS10R,DL311TS11R,DL311TW10R,DL311TW11R,DM311TA10R,DM311TA11R,DM311TC10R,DM311TC11R,DM311TM10R,DM311TM11R,DM311TR10R,DM311TR11R,DM311TS10R,DM311TS11R,DM311TW10R,DM311TW11R,DR311TA10R,DR311TA11R,DR311TC10R,DR311TC11R,DR311TM10R,DR311TM11R,DR311TR10R,DR311TR11R,DR311TS10R,DR311TS11R,DR311TW10R,DR311TW11R,DS311TA10R,DS311TA11R,DS311TC10R,DS311TC11R,DS311TM10R,DS311TM11R,DS311TR10R,DS311TR11R,DS311TS10R,DS311TS11R,DS311TW10R,DS311TW11R,DW311TA10R,DW311TA11R,DW311TC10R,DW311TC11R,DW311TM10R,DW311TM11R,DW311TR10R,DW311TR11R,DW311TS10R,DW311TS11R,DW311TW10R,DW311TW11R,D2311TA10R,D2311TA11R,D2311TC10R,D2311TC11R,D2311TM10R,D2311TM11R,D2311TR10R,D2311TR11R,D2311TS10R,D2311TS11R,D2311TW10R,D2311TW11R,D3311TA10R,D3311TA11R,D3311TC10R,D3311TC11R,D3311TM10R,D3311TM11R,D3311TR10R,D3311TR11R,D3311TS10R,D3311TS11R,D3311TW10R,D3311TW11R,D4311TA10R,D4311TA11R,D4311TC10R,D4311TC11R,D4311TM10R,D4311TM11R,D4311TR10R,D4311TR11R,D4311TS10R,D4311TS11R,D4311TW10R,D4311TW11R
"101856",66,70,78,69,89,90,76,80,93,-4,86,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,70,78,69,89,90,76,80,93,-4,86,89,67,68,79,64,87,88,76,82,88,-4,91,80,68,70,78,69,91,91,77,80,93,-4,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,62,62,58,86,88,72,74,80,-4,80,84,66,73,76,79,91,93,76,77,-4,-4,77,96,63,69,73,69,88,89,74,79,90,-4,84,88,36,60,71,-1,91,-4,55,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101858",94,90,97,93,97,94,97,95,99,99,97,97,92,85,-4,90,95,91,97,95,-4,98,-4,94,91,85,98,88,95,91,97,92,-4,-4,94,96,93,89,95,93,96,94,98,95,-4,99,99,98,90,85,94,90,96,92,96,92,-4,-4,92,95,-1,86,-1,-1,-1,86,-1,-4,-1,-1,-1,-1,69,69,67,76,91,82,88,77,-1,83,57,87,94,90,98,94,98,95,97,95,99,-4,94,95,70,67,67,77,89,77,89,82,-1,96,57,90,71,72,-1,73,94,82,88,88,-1,-4,67,85,94,92,94,95,97,95,96,97,-4,99,-4,97,-1,94,-1,-4,-1,-4,-1,94,-1,-1,-1,-4,-1,97,-1,98,-1,99,-1,99,-1,-4,-1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101859",74,63,79,56,87,79,82,84,-1,-1,97,97,71,59,86,56,80,72,83,85,-1,-1,91,-4,71,62,70,57,86,79,80,83,-1,-1,96,97,76,58,89,46,87,75,80,87,-1,-1,-4,-4,71,64,71,55,88,85,80,84,-1,-1,-4,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,53,-1,27,95,78,86,78,-1,-1,-4,-4,71,66,60,63,87,82,84,82,-1,-1,94,92,78,52,-1,40,90,75,83,80,-1,-1,-4,-4,87,63,-1,80,93,84,-4,79,-1,-1,-4,-4,-1,63,-1,-1,-1,75,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,60,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101860",70,67,75,79,80,74,91,90,98,96,97,98,68,64,75,79,77,72,91,90,97,96,97,97,71,66,76,78,80,74,90,90,98,95,98,98,72,65,73,73,80,73,93,92,97,95,99,98,81,79,77,84,93,84,91,91,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,66,67,63,94,74,83,87,-1,-1,-1,-4,69,69,78,87,79,77,88,88,99,98,95,97,52,43,60,62,64,53,85,83,96,91,95,95,54,30,56,53,64,41,82,59,-4,75,88,67,-1,71,-1,-1,-1,86,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101861",92,72,-4,77,91,80,-4,90,-1,-1,-4,-4,92,70,-4,73,91,79,-4,88,-1,-1,-4,-4,92,70,-4,60,92,79,-4,91,-1,-1,-4,-4,82,70,-4,40,82,81,-4,93,-1,-1,-4,-4,-4,86,-1,-1,-4,86,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,74,-4,-4,-4,78,-4,87,-1,-1,-4,-4,-4,55,-4,-1,-4,64,-4,73,-1,-1,-1,-1,-1,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1,80,-1,-1,-1,80,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101862",93,96,95,98,95,99,98,97,98,-4,-4,99,88,94,90,-4,93,98,96,95,-4,-4,-4,-4,92,96,92,97,95,-4,98,97,97,-4,-4,99,93,97,93,97,96,-4,99,98,-4,-4,-4,-4,85,95,88,92,88,-4,97,97,86,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-1,-1,-1,85,-1,85,-1,-1,-1,-4,93,94,98,98,95,98,97,97,95,-4,-4,99,89,69,-1,89,89,92,-4,81,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,98,-4,-4,95,98,98,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,-1,99,-1,99,-1,98,-1,-4,-1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101863",.,10,.,-1,.,10,.,50,.,-1,.,-1,.,10,.,-1,.,10,.,50,.,-1,.,-1,.,10,.,-1,.,10,.,50,.,-1,.,-1,.,20,.,-1,.,20,.,80,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-3,.,-1,.,-3,.,20,.,-1,.,-1,.,10,.,-1,.,10,.,50,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1
"101902",77,75,83,81,86,85,90,87,96,96,94,90,71,68,78,77,80,78,88,85,94,95,92,87,77,74,82,81,86,85,89,87,95,96,94,90,78,76,80,80,86,85,91,90,96,97,96,93,79,77,84,82,88,87,90,88,96,96,95,91,70,75,83,83,81,78,88,-4,-4,-4,-4,-1,70,66,68,62,85,83,81,78,84,87,92,86,77,73,85,83,86,84,88,85,95,95,92,87,67,63,73,70,80,78,85,81,93,93,91,86,54,45,61,57,73,65,77,67,75,76,83,67,82,80,88,90,88,88,93,90,98,97,96,88,-1,84,-1,88,-1,89,-1,94,-1,98,-1,95,-1,91,-1,93,-1,95,-1,95,-1,99,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101903",72,73,79,80,81,81,89,89,95,95,92,91,68,68,76,78,76,76,89,88,94,95,91,91,70,71,77,78,80,81,88,87,95,95,92,91,73,73,77,78,81,82,91,90,96,96,95,95,70,71,76,77,81,82,88,88,95,95,92,90,65,68,74,91,75,80,88,81,92,96,95,90,63,64,59,58,78,79,79,78,84,84,89,87,71,72,80,82,81,81,88,87,95,95,89,88,60,60,68,68,73,73,84,83,93,93,89,87,55,55,60,64,72,70,83,82,83,85,81,80,81,82,90,87,87,89,94,93,99,98,94,93,-1,77,-1,86,-1,86,-1,91,-1,-4,-1,73,-1,88,-1,91,-1,94,-1,93,-1,97,-1,98,-1,69,-1,-1,-1,83,-1,92,-1,-1,-1,-4
"101905",71,75,76,78,82,86,86,87,92,94,92,93,65,73,72,78,77,81,85,89,91,95,88,94,69,73,73,77,82,85,85,86,91,93,92,92,72,77,75,76,83,86,88,91,93,95,94,96,72,75,75,77,84,86,86,87,91,94,93,93,82,-4,-4,-1,82,-4,-4,-4,-1,-1,-1,-1,58,59,59,53,78,80,73,73,80,85,89,86,70,73,76,81,82,85,84,84,91,93,90,90,63,62,69,67,77,78,82,80,90,91,89,88,40,43,51,45,58,63,62,67,62,74,66,71,74,77,82,85,82,85,89,89,93,94,90,92,-1,65,-1,75,-1,76,-1,82,-1,82,-1,-1,-1,83,-1,89,-1,89,-1,88,-1,92,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101906",73,72,84,80,81,80,90,89,93,90,93,88,64,58,74,69,73,69,85,82,89,86,89,79,66,64,76,72,76,74,86,84,90,86,91,83,76,75,84,80,82,82,91,91,94,91,96,92,68,68,74,72,78,79,86,87,89,89,93,87,70,82,60,71,80,86,80,95,50,-4,-1,-4,44,46,40,25,66,60,62,61,89,50,81,77,71,70,83,80,79,78,88,86,92,90,91,85,46,45,66,59,60,59,77,76,86,79,86,71,51,35,68,48,64,53,81,66,76,49,80,71,79,78,92,88,85,84,93,92,97,92,95,92,-1,86,-1,93,-1,88,-1,95,-1,94,-1,95,-1,73,-1,86,-1,91,-1,91,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101907",82,81,89,88,88,88,93,93,97,98,95,94,72,70,80,79,79,79,90,89,95,96,94,92,72,72,81,80,82,82,88,88,95,96,93,91,83,82,87,86,88,88,94,94,97,98,97,97,75,75,83,83,84,84,90,89,96,96,94,93,87,81,91,84,89,88,94,93,-4,-4,98,90,61,60,60,61,78,77,74,74,81,81,87,84,82,81,90,89,88,88,92,92,97,98,93,92,62,57,73,68,74,70,85,82,93,93,90,86,60,61,69,69,76,78,82,83,86,87,83,82,92,91,96,96,94,94,97,97,99,99,97,97,-1,88,-1,93,-1,91,-1,95,-1,98,-1,97,-1,93,-1,95,-1,97,-1,97,-1,99,-1,98,-1,90,-1,96,-1,96,-1,96,-1,-4,-1,-4
"101908",85,85,91,91,91,91,94,93,96,96,96,95,77,70,88,84,85,79,94,88,89,85,95,83,78,77,83,85,88,88,90,89,93,93,93,93,86,84,89,89,92,90,95,94,96,96,97,97,80,80,86,86,88,89,91,91,94,94,94,93,87,82,93,93,94,88,94,92,-4,90,-4,88,59,61,52,58,80,84,72,75,74,74,85,85,85,85,92,93,91,92,94,92,96,96,95,93,66,67,77,77,79,81,87,85,91,90,91,90,72,71,80,80,87,86,89,85,81,84,91,87,90,89,94,95,94,94,97,96,98,98,98,98,-1,91,-1,-4,-1,94,-1,96,-1,-4,-1,-4,-1,98,-1,98,-1,99,-1,99,-1,98,-1,-4,-1,87,-1,-4,-1,93,-1,93,-1,-1,-1,-1
"101909",61,58,75,73,70,69,80,76,86,86,87,84,57,55,72,71,68,66,79,75,85,84,87,84,61,58,75,73,70,69,80,76,86,86,87,84,64,62,75,76,73,72,85,81,89,88,91,88,67,64,81,78,75,75,81,79,89,93,86,84,-1,60,-1,80,-1,70,-1,78,-1,-1,-1,-1,64,59,78,72,73,71,75,72,81,86,82,77,58,55,75,71,68,67,75,72,84,84,83,80,54,52,71,69,66,65,75,72,84,84,82,81,38,33,44,42,55,48,65,55,66,55,77,61,70,76,-4,80,78,84,95,88,-1,-1,-4,88,-1,63,-1,-1,-1,75,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101910",80,79,88,86,89,88,91,90,97,96,95,95,79,78,87,88,87,86,93,92,97,96,96,95,79,78,87,85,89,88,90,89,96,96,95,94,82,79,86,85,90,89,93,91,97,97,97,97,80,78,87,85,90,89,90,89,96,96,95,95,88,69,-4,79,88,82,-4,76,-1,91,-1,-4,67,65,73,65,84,84,79,78,88,87,93,92,79,78,89,87,89,88,89,89,96,96,93,93,68,65,79,74,82,81,84,82,94,92,93,91,59,63,68,71,78,82,80,82,81,84,81,85,84,82,91,89,90,89,93,93,97,97,92,92,-1,82,-1,91,-1,90,-1,92,-1,98,-1,81,-1,95,-1,-4,-1,97,-1,99,-1,-4,-1,96,-1,63,-1,-1,-1,-4,-1,86,-1,-1,-1,-1
"101911",76,75,82,82,84,84,90,89,94,93,94,91,69,64,76,75,78,75,88,83,91,91,92,86,71,70,77,78,81,81,87,86,92,91,92,90,77,77,81,81,85,85,92,91,94,94,97,95,74,74,79,79,84,84,88,88,93,92,94,92,65,75,75,83,73,87,76,82,89,-4,-4,83,58,53,52,52,76,73,70,67,72,64,84,76,74,73,83,82,83,83,88,87,93,92,91,88,56,52,66,63,71,68,81,77,88,86,88,82,51,42,60,54,68,60,75,68,76,72,80,73,82,83,90,90,88,88,94,94,97,96,94,93,-1,81,-1,90,-1,85,-1,92,-1,92,-1,95,-1,93,-1,97,-1,95,-1,96,-1,-4,-1,-4,-1,79,-1,89,-1,84,-1,89,-1,83,-1,-1
"101912",71,73,79,80,81,83,87,87,93,94,92,91,65,66,73,75,74,76,86,85,90,91,91,90,68,70,76,78,79,81,85,85,92,93,91,90,72,74,77,79,81,83,89,89,93,95,94,94,71,73,78,80,81,84,85,86,93,94,92,91,73,74,85,84,77,83,89,87,94,95,86,90,62,64,64,66,78,80,75,76,78,82,89,87,70,72,80,82,80,82,85,85,92,93,90,89,58,60,68,70,72,74,80,80,89,90,88,87,47,51,54,56,62,67,72,74,70,72,75,79,90,90,94,95,93,93,97,96,98,98,96,95,-1,88,-1,93,-1,91,-1,96,-1,98,-1,95,-1,93,-1,94,-1,96,-1,96,-1,98,-1,98,-1,87,-1,94,-1,92,-1,92,-1,98,-1,94
"101913",81,82,88,88,88,88,93,93,97,97,94,95,67,71,78,79,78,79,88,90,93,95,89,92,68,70,77,78,79,80,87,88,92,95,90,92,82,83,86,87,88,88,94,95,97,98,96,97,75,76,82,83,84,85,89,90,94,97,93,93,77,82,89,86,88,90,90,94,94,98,80,91,54,58,52,59,73,74,73,72,82,76,86,86,80,81,89,89,87,88,92,91,96,97,92,92,59,58,73,71,72,72,84,83,93,93,88,87,57,59,64,67,74,73,83,84,78,84,83,84,88,88,93,94,92,92,96,96,99,99,96,96,-1,83,-1,90,-1,92,-1,92,-1,94,-1,96,-1,93,-1,96,-1,96,-1,96,-1,99,-1,99,-1,73,-1,83,-1,83,-1,87,-1,94,-1,-4
"101914",87,88,91,92,92,93,96,96,98,98,97,97,77,78,83,84,83,85,94,93,95,97,96,97,76,78,81,84,84,86,92,92,95,96,95,95,87,88,90,91,92,92,97,97,97,98,98,99,81,82,85,87,87,89,94,94,96,97,96,96,91,90,96,98,93,92,97,96,97,-4,-4,90,69,73,65,69,81,85,84,85,81,87,92,93,87,88,92,93,92,93,95,95,98,98,96,96,70,70,76,78,80,81,90,89,93,95,94,94,64,70,69,75,78,83,86,88,82,89,87,91,92,92,96,96,95,95,98,97,99,99,98,98,-1,91,-1,95,-1,95,-1,97,-1,-4,-1,98,-1,96,-1,97,-1,98,-1,98,-1,99,-1,-4,-1,87,-1,-1,-1,87,-1,87,-1,-1,-1,-1
"101915",81,82,88,89,87,88,93,93,96,97,95,94,69,69,78,80,77,78,90,90,92,93,94,92,71,72,80,82,81,82,88,88,93,94,92,90,82,82,86,88,88,88,94,94,96,97,97,96,74,75,82,84,83,84,89,90,95,96,93,92,72,79,83,89,75,86,92,93,93,-4,84,93,59,58,64,64,77,76,74,75,81,83,88,85,81,81,90,90,87,88,92,92,96,97,93,92,58,58,73,73,71,71,83,83,91,92,88,86,52,57,63,66,67,72,78,81,76,81,80,83,89,89,94,95,93,93,96,96,98,98,96,96,-1,86,-1,93,-1,90,-1,96,-1,96,-1,95,-1,92,-1,95,-1,96,-1,96,-1,99,-1,97,-1,85,-1,90,-1,91,-1,94,-1,96,-1,-4
"101916",80,81,85,85,86,88,94,94,96,96,95,94,66,69,71,76,78,80,92,89,97,94,93,94,73,74,78,77,82,84,92,91,94,95,94,92,81,81,83,84,87,88,96,95,96,97,97,96,79,78,81,80,86,86,94,93,95,96,95,94,56,90,88,91,69,89,88,-4,-4,88,-1,-4,66,64,63,56,82,82,81,83,80,88,96,90,79,81,87,86,86,88,93,92,95,96,93,92,60,59,71,66,72,72,88,86,91,91,90,86,57,64,69,73,73,79,82,86,84,86,80,80,83,86,91,91,88,90,95,95,96,97,94,94,-1,80,-1,86,-1,84,-1,97,-1,96,-1,97,-1,90,-1,88,-1,98,-1,96,-1,-4,-1,-4,-1,50,-1,33,-1,75,-1,75,-1,83,-1,-1
"101917",72,73,78,80,81,83,88,88,94,95,94,93,63,66,72,76,73,76,86,87,90,93,93,92,70,71,75,78,80,82,87,87,93,95,93,93,73,74,75,77,81,83,90,90,94,96,96,96,71,72,76,79,81,83,87,88,94,95,94,93,76,73,74,88,84,84,93,84,93,-4,93,-4,59,61,52,55,76,78,74,75,77,83,90,89,71,73,80,82,81,83,86,87,94,94,92,91,57,58,65,66,71,72,81,81,90,91,91,90,46,48,50,58,65,67,72,72,69,77,78,78,79,81,87,89,85,87,93,93,97,98,92,92,-1,79,-1,89,-1,86,-1,94,-1,98,-1,91,-1,92,-1,94,-1,97,-1,96,-1,-4,-1,98,-1,77,-1,57,-1,95,-1,86,-1,83,-1,88
"101919",69,67,77,75,77,76,88,86,94,93,92,90,61,58,70,69,70,68,85,82,91,91,89,88,65,63,73,72,74,73,86,83,92,92,90,89,71,68,76,74,78,77,91,89,94,95,95,94,71,69,77,75,80,78,88,86,94,94,93,92,74,70,74,87,82,83,98,86,88,-4,88,86,64,63,62,60,77,78,79,77,76,74,91,89,68,65,78,76,77,75,86,83,93,92,88,87,50,47,63,58,62,61,80,77,89,87,85,84,41,40,51,49,55,55,66,64,70,70,70,69,81,79,90,89,86,84,94,92,97,96,93,91,-1,79,-1,86,-1,83,-1,93,-1,97,-1,98,-1,86,-1,90,-1,93,-1,93,-1,99,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101920",78,76,84,84,86,84,89,87,95,96,94,91,65,62,77,76,74,71,86,81,92,93,88,86,66,63,74,74,78,76,83,80,92,92,91,88,78,77,83,83,85,84,91,89,96,95,96,94,67,65,75,75,79,77,83,81,93,93,91,88,77,73,77,83,90,81,94,86,-4,94,-1,97,55,53,59,56,72,70,72,69,80,79,89,85,77,75,86,85,86,84,87,86,95,96,91,89,58,56,67,67,72,71,79,76,89,90,89,85,51,48,63,60,69,66,77,74,78,80,77,75,94,93,97,97,96,96,98,98,99,99,97,97,-1,89,-1,93,-1,94,-1,97,-1,-4,-1,90,-1,93,-1,97,-1,97,-1,96,-1,99,-1,98,-1,93,-1,89,-1,-4,-1,93,-1,-4,-1,-1
"101921",85,85,89,89,90,91,95,95,98,98,95,93,70,69,76,78,78,81,91,87,93,95,91,85,71,72,77,79,81,83,87,89,93,95,90,87,85,85,89,87,89,91,97,96,98,98,97,97,77,78,80,80,86,88,91,92,96,96,94,92,77,88,88,88,81,95,88,98,-4,-4,-4,-4,63,68,57,60,77,83,81,84,85,89,89,90,85,84,90,91,90,91,93,93,98,98,93,90,64,62,72,72,75,75,87,86,94,94,88,82,49,49,56,58,63,68,76,80,88,89,77,71,88,88,93,93,91,92,96,96,98,99,95,94,-1,86,-1,94,-1,91,-1,95,-1,-4,-1,97,-1,94,-1,96,-1,97,-1,98,-1,-4,-1,99,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1
"101924",67,68,76,77,78,78,85,85,95,93,88,91,60,58,68,72,72,70,84,81,91,90,88,90,66,66,76,76,77,77,84,84,95,92,88,91,68,70,73,77,78,80,87,88,95,95,93,95,68,70,77,77,80,80,84,86,96,93,88,92,80,65,-1,-1,90,77,90,78,-1,-1,-1,83,57,56,63,56,73,72,72,71,90,81,83,88,66,65,79,78,78,76,82,82,94,91,84,87,53,56,66,67,68,69,77,79,92,90,83,87,33,32,48,42,56,54,60,56,75,62,48,71,74,75,86,89,81,81,89,89,96,97,89,90,-1,71,-1,89,-1,80,-1,87,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101925",79,76,87,84,86,86,94,92,95,95,93,92,74,62,81,50,81,82,93,88,-4,75,-4,88,71,68,82,76,80,82,89,86,91,92,91,87,80,77,83,84,86,86,95,93,95,97,97,97,72,66,84,72,82,82,88,87,92,87,85,84,89,-4,-4,-1,88,-4,89,-4,-4,-1,-1,-1,55,62,50,64,72,80,73,77,57,78,76,86,79,75,90,84,85,86,92,90,95,94,90,87,55,50,69,64,67,69,83,81,87,91,85,83,50,49,73,60,68,70,83,81,78,76,77,71,81,78,87,86,86,86,95,92,96,97,95,93,-1,97,-1,-4,-1,-4,-1,-4,-1,-4,-1,80,-1,91,-1,-1,-1,91,-1,-4,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"102901",64,50,74,57,75,64,85,77,92,76,91,95,56,44,71,53,70,58,81,76,90,79,-4,-4,61,49,72,55,74,63,84,76,90,76,90,95,60,51,74,50,76,69,82,77,92,79,-4,-4,67,46,-1,50,83,58,83,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,40,-1,50,-1,38,-1,-1,-1,-1,67,50,75,65,74,58,88,77,92,73,75,93,46,33,60,46,61,49,76,60,85,67,83,-4,40,29,44,29,60,50,73,50,86,29,-1,-1,80,71,86,75,84,85,96,90,-1,83,-4,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"102902",66,64,72,72,75,74,84,83,89,90,92,86,53,50,60,61,63,61,77,75,84,87,89,79,59,57,64,65,69,68,79,79,85,87,90,82,68,66,72,71,77,74,87,86,90,91,95,91,69,67,69,75,80,78,85,85,93,91,95,90,80,57,-1,-1,-4,86,80,71,-1,-1,-1,-1,57,51,40,45,71,67,71,70,63,58,93,80,64,63,73,73,74,73,81,80,88,90,88,81,46,40,55,50,59,54,73,70,81,81,86,74,28,34,37,40,40,47,58,61,55,61,60,54,79,77,86,84,85,83,92,91,93,93,93,89,-1,75,-1,87,-1,82,-1,92,-1,94,-1,-4,-1,90,-1,83,-1,95,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"102903",68,74,68,72,81,86,86,88,87,94,90,94,57,64,54,48,73,77,83,82,78,94,83,93,61,68,58,65,76,83,85,84,84,91,86,93,70,74,67,71,82,88,91,90,93,94,96,93,58,61,48,55,80,85,80,78,85,87,92,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,55,8,14,73,76,61,68,63,-1,83,80,66,74,68,74,80,84,81,86,82,93,86,94,40,49,47,50,61,69,71,73,74,85,82,82,41,52,50,57,56,68,64,85,65,86,81,79,76,82,80,83,84,90,89,94,91,97,93,95,-1,62,-1,83,-1,92,-1,69,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"102904",89,90,92,94,94,95,97,97,98,99,96,94,77,77,88,77,87,89,93,95,99,97,94,93,85,84,88,89,92,93,95,95,97,97,95,92,90,90,94,92,94,94,98,98,99,99,98,97,85,88,86,87,91,96,97,96,98,99,98,94,89,90,89,-4,-4,95,94,95,-4,-1,-4,-1,65,71,50,50,78,90,83,84,-4,-1,-4,86,88,89,91,95,94,95,96,96,98,99,95,91,69,71,80,83,82,85,91,90,96,97,91,82,73,75,83,86,85,88,92,93,92,92,91,81,90,91,93,96,95,95,97,97,98,99,96,94,-1,82,-1,90,-1,91,-1,93,-1,-4,-1,-4,-1,94,-1,-1,-1,94,-1,-4,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"102905",88,87,92,94,91,91,98,97,97,99,99,-4,73,69,71,89,73,75,93,-4,-1,-4,-4,-1,82,81,84,90,86,87,97,93,92,95,-4,-4,87,91,91,94,91,94,99,99,98,-4,-4,-4,75,70,-1,-4,82,75,82,85,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,84,93,95,90,88,98,95,96,98,98,-4,77,74,84,85,81,81,96,92,93,96,96,-4,63,75,75,85,70,80,93,90,80,-4,89,-4,89,89,93,94,92,92,99,97,97,99,99,-4,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
