DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"094904",69,31,90,-1,-1,-1,81,44,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,63,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,53,22,83,61,23,87,59,25,87,49,21,79,52,26,83,45,16,77,39,16,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,14,75,46,14,79,45,16,81,38,11,69,46,18,82,37,9,67,56,24,85,62,21,91,61,26,87,54,25,82,46,22,84,51,21,81,45,17,76,44,14,79,51,19,82,42,16,72,45,19,75,36,13,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,21,81,59,25,84,57,25,87,45,17,76,58,30,82,39,11,73,26,6,65,36,8,73,28,7,74,21,3,59,29,11,69,-1,-1,-1,18,4,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,26,87,69,26,92,63,28,90,54,24,84,56,31,88,51,17,82
"095901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,18,76,50,17,81,48,23,79,45,16,73,52,24,79,26,6,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,32,10,64,37,10,73,34,12,69,34,9,61,37,16,65,-1,-1,-1,49,18,80,49,13,84,53,24,82,49,17,78,47,13,77,34,10,75,34,11,65,34,9,72,37,15,70,33,9,62,43,16,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,19,72,51,22,77,43,23,76,41,16,68,56,33,80,-1,-1,-1,17,3,53,-1,-1,-1,25,5,63,15,3,49,-1,-1,-1,-1,-1,-1,13,5,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,28,89,77,30,93,62,34,91,60,27,88,68,39,98,-1,-1,-1
"095902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,82,-1,-1,-1,45,14,76,48,22,91,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,15,80,-1,-1,-1,41,16,73,40,17,89,-1,-1,-1,-1,-1,-1,48,23,82,-1,-1,-1,-1,-1,-1,55,31,90,-1,-1,-1,-1,-1,-1,27,7,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,13,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,80,36,94,-1,-1,-1,81,31,94,85,40,100,-1,-1,-1,-1,-1,-1
"095903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,10,76,29,5,69,26,11,78,40,10,77,46,21,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,8,71,-1,-1,-1,22,8,74,35,9,73,43,19,71,-1,-1,-1,30,9,76,-1,-1,-1,25,12,79,40,9,78,26,13,62,-1,-1,-1,30,8,73,-1,-1,-1,22,8,77,38,9,74,47,21,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,11,75,39,8,69,28,9,78,39,12,77,61,27,82,-1,-1,-1,19,4,65,-1,-1,-1,-1,-1,-1,25,5,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,16,85,-1,-1,-1,41,19,86,46,16,87,45,25,75,-1,-1,-1
"095904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,72,44,12,79,47,21,82,37,15,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,36,13,68,-1,-1,-1,44,18,79,32,12,60,-1,-1,-1,-1,-1,-1,39,16,72,-1,-1,-1,44,18,79,35,19,70,-1,-1,-1,-1,-1,-1,35,12,67,-1,-1,-1,43,17,78,33,13,62,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,41,15,71,-1,-1,-1,51,25,85,39,11,62,-1,-1,-1,-1,-1,-1,25,6,58,-1,-1,-1,32,12,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,30,91,-1,-1,-1,67,42,100,62,27,85,-1,-1,-1,-1,-1,-1
"095905",45,12,80,-1,-1,-1,44,23,79,48,11,87,-1,-1,-1,-1,-1,-1,76,40,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,37,13,69,40,11,75,41,17,76,36,12,64,38,18,70,23,5,56,34,10,61,-1,-1,-1,38,15,65,33,5,58,38,16,59,-1,-1,-1,31,10,65,35,9,71,36,14,73,29,9,60,32,15,65,19,3,52,38,13,72,41,9,76,42,17,78,39,12,68,33,15,69,26,5,62,33,11,67,36,8,73,38,15,75,32,10,62,34,14,68,22,4,54,43,17,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,40,-1,-1,-1,16,5,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,13,67,40,13,74,40,16,75,32,11,61,43,20,71,20,5,51,19,4,55,22,3,63,24,6,65,17,3,48,22,6,57,-1,-1,-1,19,5,40,-1,-1,-1,24,7,53,17,5,29,11,6,31,-1,-1,-1,53,25,82,56,24,87,54,26,87,54,24,79,59,36,80,31,9,69
"096904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,9,61,33,6,63,29,9,65,31,9,64,29,14,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,7,56,-1,-1,-1,23,8,61,27,7,55,-1,-1,-1,-1,-1,-1,35,10,69,-1,-1,-1,33,10,73,38,13,74,-1,-1,-1,-1,-1,-1,23,6,59,-1,-1,-1,21,5,62,25,7,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,8,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,8,56,-1,-1,-1,27,9,58,26,7,56,32,18,47,-1,-1,-1,14,2,46,-1,-1,-1,-1,-1,-1,14,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,15,71,-1,-1,-1,47,17,72,43,16,78,-1,-1,-1,-1,-1,-1
"096905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,24,81,50,16,86,75,32,94,52,24,80,25,17,50,44,19,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,13,73,-1,-1,-1,62,22,91,34,12,71,-1,-1,-1,-1,-1,-1,54,23,81,-1,-1,-1,74,30,92,53,23,80,-1,-1,-1,-1,-1,-1,37,8,70,-1,-1,-1,56,15,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,25,81,59,21,86,75,34,96,50,24,79,-1,-1,-1,-1,-1,-1,36,7,72,-1,-1,-1,62,16,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,33,88,66,26,97,84,42,96,62,32,88,-1,-1,-1,61,28,78
"097902",75,50,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,18,75,52,20,82,43,20,81,49,20,73,29,10,65,41,7,66,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,34,11,67,33,10,74,32,15,73,39,10,62,-1,-1,-1,-1,-1,-1,45,18,79,45,16,79,43,21,85,53,22,81,-1,-1,-1,-1,-1,-1,29,10,68,-1,-1,-1,27,13,77,36,11,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,18,72,58,23,86,43,18,76,45,18,65,39,14,73,-1,-1,-1,14,4,48,-1,-1,-1,-1,-1,-1,18,4,46,-1,-1,-1,-1,-1,-1,16,6,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,19,77,58,23,84,46,20,81,51,21,75,31,11,66,43,9,67
"097903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,79,52,17,86,50,21,83,47,17,76,38,9,71,40,14,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,12,75,48,16,83,47,14,80,43,10,71,-1,-1,-1,36,13,74,48,17,82,45,15,88,47,15,83,51,20,82,-1,-1,-1,50,24,82,39,12,72,-1,-1,-1,40,12,78,43,14,68,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,18,76,59,19,84,53,26,84,43,16,71,-1,-1,-1,-1,-1,-1,25,7,62,-1,-1,-1,30,9,71,22,5,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,20,82,60,20,89,54,25,86,48,19,79,43,11,75,40,14,76
"098901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,23,88,65,25,89,73,33,95,55,19,86,39,21,74,54,11,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,17,82,50,20,82,62,26,92,41,12,77,31,17,67,-1,-1,-1,63,24,91,67,21,90,75,33,96,55,20,90,39,18,76,-1,-1,-1,48,15,83,50,15,81,64,24,94,40,10,77,28,19,63,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,6,74,-1,-1,-1,51,14,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,23,86,64,28,88,72,32,95,54,17,81,39,25,71,-1,-1,-1,33,8,75,-1,-1,-1,49,15,89,25,7,69,-1,-1,-1,-1,-1,-1,22,10,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,32,94,80,35,96,83,41,97,69,26,94,50,25,86,57,18,86
"098903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,12,79,-1,-1,-1,37,11,79,43,16,82,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,7,78,-1,-1,-1,-1,-1,-1,36,11,82,-1,-1,-1,-1,-1,-1,33,11,76,-1,-1,-1,-1,-1,-1,42,13,87,-1,-1,-1,-1,-1,-1,23,5,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,13,81,-1,-1,-1,-1,-1,-1,45,18,76,-1,-1,-1,-1,-1,-1,20,4,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,18,89,-1,-1,-1,40,16,88,60,21,91,-1,-1,-1,-1,-1,-1
"098904",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,20,82,49,15,80,54,25,89,45,18,78,59,31,86,40,12,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,12,78,37,5,73,46,17,87,35,11,72,52,23,83,-1,-1,-1,50,20,83,52,16,82,54,23,89,47,18,80,55,23,82,44,19,80,41,13,79,39,7,76,48,18,87,36,11,74,47,18,81,31,6,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,59,-1,-1,-1,24,5,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,20,82,46,13,79,54,26,90,43,18,76,64,39,91,-1,-1,-1,23,4,70,-1,-1,-1,30,6,81,18,3,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,36,91,71,30,89,67,39,95,67,36,88,83,56,97,57,22,81
"099902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,10,69,-1,-1,-1,49,16,71,33,7,70,37,20,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,11,71,-1,-1,-1,52,17,75,35,8,70,33,19,67,-1,-1,-1,40,13,69,-1,-1,-1,47,23,67,44,10,77,-1,-1,-1,-1,-1,-1,29,8,62,-1,-1,-1,44,13,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,8,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,4,57,-1,-1,-1,36,10,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,11,72,-1,-1,-1,50,17,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"099903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,50,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,13,73,41,10,73,34,12,79,38,14,73,38,24,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,9,70,35,6,71,27,9,76,33,10,70,31,16,65,-1,-1,-1,38,15,77,46,9,77,35,15,81,43,18,79,31,24,59,-1,-1,-1,29,8,71,-1,-1,-1,23,6,78,31,10,72,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,33,11,69,38,11,69,33,10,77,34,11,68,44,23,77,-1,-1,-1,17,2,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,15,76,46,13,76,39,15,81,43,17,75,40,26,74,-1,-1,-1
"100903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,11,71,33,5,71,32,11,76,39,13,69,43,14,78,26,8,57,17,2,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,7,64,-1,-1,-1,23,8,69,28,7,62,28,7,68,-1,-1,-1,36,11,75,-1,-1,-1,32,11,77,42,13,74,40,10,78,31,14,65,33,10,69,-1,-1,-1,-1,-1,-1,31,16,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,11,68,37,6,69,32,11,75,36,13,65,45,18,77,-1,-1,-1,12,1,51,-1,-1,-1,13,3,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,4,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,13,74,38,6,77,35,13,78,43,15,72,48,17,81,28,10,58
"100904",42,11,77,-1,-1,-1,41,13,82,40,12,75,-1,-1,-1,-1,-1,-1,77,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,45,17,78,48,16,80,47,19,84,43,17,74,50,26,80,36,10,67,29,8,67,22,7,66,32,10,75,30,9,63,31,10,63,-1,-1,-1,35,11,72,36,9,76,39,12,79,34,12,68,41,22,76,26,5,58,49,19,81,49,15,78,50,20,86,48,20,79,48,22,81,46,12,74,42,14,77,46,12,83,45,15,84,41,15,74,35,19,77,-1,-1,-1,38,16,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,16,74,46,17,81,45,17,81,39,13,69,51,30,79,27,8,60,19,4,60,19,2,62,22,6,70,18,4,56,25,10,63,-1,-1,-1,20,6,37,18,7,45,25,10,47,18,3,30,-1,-1,-1,-1,-1,-1,50,21,80,55,19,83,52,22,86,48,20,77,58,30,85,39,13,69
"100905",76,43,90,-1,-1,-1,70,45,90,74,61,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,59,28,86,67,28,91,65,35,90,52,23,82,60,35,85,50,20,80,33,12,68,-1,-1,-1,43,22,81,23,8,57,-1,-1,-1,-1,-1,-1,42,16,76,49,14,84,50,22,84,36,12,70,44,18,76,25,8,66,60,30,89,66,27,90,66,37,91,55,25,87,60,32,83,53,27,86,54,21,87,48,19,95,63,31,91,52,16,84,48,24,84,44,13,77,55,35,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,9,74,-1,-1,-1,42,16,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,27,83,69,28,92,64,34,89,50,21,77,60,37,87,48,15,76,30,8,70,36,6,79,39,11,78,22,5,64,29,8,64,19,6,56,19,7,41,-1,-1,-1,25,10,50,15,5,34,-1,-1,-1,-1,-1,-1,62,31,88,72,31,94,68,37,91,56,25,85,64,39,87,54,23,81
