DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"100907",47,23,82,52,24,90,45,25,88,38,17,76,100,75,100,-1,-1,-1,62,38,90,88,88,100,-1,-1,-1,47,32,89,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,20,81,56,21,87,48,20,82,52,20,80,53,30,79,40,15,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,13,69,40,12,75,32,12,73,38,13,68,37,22,61,27,8,58,54,23,84,56,20,88,52,21,84,58,24,84,49,28,78,49,22,80,43,15,76,36,9,80,44,15,77,45,17,73,40,17,73,47,16,81,64,18,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,18,77,56,22,85,44,18,80,46,16,75,57,32,80,31,8,64,24,6,62,28,7,70,21,5,64,25,7,60,28,11,62,15,4,49,22,6,42,-1,-1,-1,24,7,45,24,7,43,-1,-1,-1,-1,-1,-1,51,21,81,58,22,87,48,20,82,53,20,80,53,31,80,40,15,72
"100908",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,10,70,35,7,70,30,9,72,39,13,71,34,15,69,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,62,-1,-1,-1,26,8,65,35,12,62,27,18,61,-1,-1,-1,38,11,75,-1,-1,-1,34,7,74,46,17,84,38,13,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,30,10,65,35,9,70,27,11,70,34,10,60,29,17,80,-1,-1,-1,13,1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,70,36,7,70,31,9,72,40,14,72,35,16,70,-1,-1,-1
"101802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,17,74,36,19,72,47,22,79,32,14,71,31,13,74,36,9,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,17,74,36,18,72,48,23,79,32,14,72,30,11,74,36,10,68,38,16,73,34,14,64,44,21,75,33,14,76,-1,-1,-1,41,11,72,39,17,74,36,18,71,47,23,78,32,14,71,31,12,75,36,9,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,33,13,70,28,12,67,42,17,76,27,11,67,-1,-1,-1,32,7,65,39,18,74,38,23,78,51,24,82,32,14,67,-1,-1,-1,29,7,62,33,12,70,28,11,67,42,17,77,27,11,67,-1,-1,-1,31,7,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"101803",58,24,79,-1,-1,-1,-1,-1,-1,77,38,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,16,78,32,9,69,34,11,76,56,25,84,34,19,72,36,6,75,34,12,70,-1,-1,-1,-1,-1,-1,47,24,79,-1,-1,-1,-1,-1,-1,33,11,67,-1,-1,-1,26,10,65,49,18,74,-1,-1,-1,-1,-1,-1,41,17,78,27,6,65,31,12,75,60,26,87,23,19,73,35,11,75,33,11,73,-1,-1,-1,27,9,73,46,18,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,15,78,38,11,73,37,10,77,52,23,82,44,19,72,-1,-1,-1,16,1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,19,82,40,10,81,38,14,79,62,29,88,52,22,85,38,10,74
"101804",-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,3,46,19,3,63,9,2,50,11,2,33,26,9,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,14,3,46,19,3,63,9,2,50,11,2,33,26,10,63,-1,-1,-1,14,3,47,-1,-1,-1,7,2,51,13,2,33,28,8,64,-1,-1,-1,13,3,46,20,3,63,9,2,50,11,2,33,26,10,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,6,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,45,19,4,61,-1,-1,-1,10,2,33,23,10,62,-1,-1,-1,9,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,6,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"101806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,13,76,51,12,85,42,19,80,35,11,69,40,16,83,35,7,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,13,75,50,12,84,42,19,79,34,11,68,40,16,82,36,7,69,38,12,77,43,9,83,40,16,80,37,12,73,29,6,80,37,8,71,40,13,76,50,12,85,42,19,79,35,11,69,40,16,83,35,7,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,9,63,30,7,74,35,15,73,19,7,52,-1,-1,-1,21,5,61,41,15,74,58,15,87,44,21,79,32,9,65,49,23,85,33,5,67,34,10,72,45,8,84,38,16,77,29,6,64,31,10,80,24,4,63,16,6,38,-1,-1,-1,19,10,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101807",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,18,73,-1,-1,-1,37,16,70,54,23,82,.,.,.,-1,-1,-1,35,12,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,26,11,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,44,16,71,-1,-1,-1,-1,-1,-1,63,21,83,.,.,.,-1,-1,-1,43,18,72,-1,-1,-1,-1,-1,-1,50,21,82,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,20,75,-1,-1,-1,39,18,73,48,24,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101810",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,19,65,30,11,67,44,25,68,32,19,63,.,.,.,33,8,63,37,19,68,-1,-1,-1,43,19,69,31,22,66,.,.,.,33,17,60,37,20,65,31,11,67,44,25,68,33,19,63,.,.,.,33,8,64,39,20,66,-1,-1,-1,43,23,69,39,23,66,.,.,.,-1,-1,-1,37,20,65,-1,-1,-1,45,28,69,33,20,61,.,.,.,-1,-1,-1,38,19,50,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,36,19,62,-1,-1,-1,44,26,67,32,18,58,.,.,.,-1,-1,-1,35,18,64,-1,-1,-1,45,27,66,25,15,59,.,.,.,-1,-1,-1,36,19,62,-1,-1,-1,44,26,67,32,18,58,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"101813",51,24,87,-1,-1,-1,55,23,94,53,32,87,-1,-1,-1,-1,-1,-1,70,42,92,59,41,81,76,49,95,71,41,92,-1,-1,-1,60,27,97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,20,79,45,15,77,47,23,82,46,20,77,55,25,86,37,11,72,43,18,75,44,13,75,41,18,77,44,20,72,51,24,81,34,11,69,46,19,78,45,15,77,47,22,81,46,20,76,54,25,86,37,11,71,49,21,81,47,15,79,49,24,83,50,22,79,53,24,85,42,15,76,47,20,80,46,15,78,49,24,84,47,20,78,56,26,87,37,11,72,42,13,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,12,71,23,5,62,39,18,79,31,12,69,22,3,67,26,6,62,44,19,76,44,16,76,45,22,80,43,18,74,57,27,87,31,7,67,30,11,69,25,5,64,35,16,75,29,11,66,32,10,74,23,5,61,13,4,37,-1,-1,-1,13,6,43,12,3,30,19,5,53,11,4,25,50,25,74,-1,-1,-1,46,29,71,46,23,79,-1,-1,-1,-1,-1,-1
"101814",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,11,65,27,9,63,33,13,68,31,12,64,.,.,.,23,4,61,28,9,61,-1,-1,-1,28,9,61,29,11,62,.,.,.,-1,-1,-1,31,12,65,28,10,64,33,13,67,31,14,63,.,.,.,26,4,61,29,9,66,22,6,66,30,8,67,32,13,65,.,.,.,-1,-1,-1,33,13,69,30,11,66,38,16,74,32,13,66,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,26,10,63,-1,-1,-1,30,13,69,27,11,60,.,.,.,-1,-1,-1,32,13,64,33,12,61,36,17,69,29,11,62,.,.,.,26,7,58,23,8,60,13,6,51,26,10,64,24,10,60,.,.,.,-1,-1,-1,25,12,45,-1,-1,-1,29,14,49,29,14,49,.,.,.,-1,-1,-1,25,16,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"101815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,36,94,-1,-1,-1,72,39,100,50,44,100,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,31,89,-1,-1,-1,58,30,94,59,41,94,.,.,.,-1,-1,-1,54,22,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,57,34,91,-1,-1,-1,56,29,93,69,49,96,.,.,.,-1,-1,-1,53,32,88,-1,-1,-1,54,29,89,57,40,91,.,.,.,-1,-1,-1,48,33,87,-1,-1,-1,45,29,94,65,45,94,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,34,88,-1,-1,-1,59,33,97,59,44,95,.,.,.,-1,-1,-1,54,30,90,-1,-1,-1,62,31,100,62,41,97,.,.,.,-1,-1,-1,44,26,85,-1,-1,-1,48,26,93,52,35,91,.,.,.,-1,-1,-1,50,42,81,-1,-1,-1,-1,-1,-1,60,50,80,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"101819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,28,86,51,25,89,76,43,96,41,20,80,32,18,66,51,16,79,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,27,86,50,24,88,75,42,96,40,19,80,31,16,67,51,16,78,59,30,86,48,26,83,77,44,95,46,21,81,40,30,70,60,19,83,55,28,86,51,25,89,76,43,96,41,20,80,32,18,66,52,16,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,21,80,32,12,82,68,35,95,29,13,72,-1,-1,-1,41,9,73,51,26,85,53,24,93,74,41,97,36,18,78,-1,-1,-1,41,13,74,45,21,81,32,11,82,68,36,95,29,13,73,-1,-1,-1,40,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"101821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,5,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,15,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,5,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,15,94,.,.,.,36,5,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,16,96,.,.,.,31,5,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,15,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,14,91,.,.,.,26,3,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,8,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"101828",100,56,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,37,94,79,35,96,84,53,96,61,28,90,70,42,97,55,12,92,76,29,94,-1,-1,-1,-1,-1,-1,75,42,100,-1,-1,-1,-1,-1,-1,71,37,94,79,36,96,84,53,96,60,27,90,71,43,97,55,12,91,71,37,94,74,29,95,84,52,96,63,30,90,62,37,97,62,19,93,71,37,94,78,35,96,84,53,97,61,28,90,70,42,97,54,13,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,28,89,59,23,94,75,43,95,45,22,84,42,16,90,43,5,88,71,38,94,83,42,96,84,55,96,59,27,90,78,48,96,47,6,91,59,28,89,60,26,92,76,42,94,47,22,83,43,17,91,43,5,86,29,14,52,-1,-1,-1,37,17,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,40,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101837",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,90,55,100,.,.,.,91,64,100,82,45,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,23,90,81,41,96,53,17,89,56,17,88,73,36,96,64,24,89,60,27,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,21,88,77,46,94,55,20,87,55,15,85,52,24,93,-1,-1,-1,62,26,91,84,45,98,51,19,89,58,19,89,74,42,98,73,35,88,60,19,90,79,38,94,53,14,90,56,14,88,71,29,96,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,18,89,77,35,94,56,14,89,53,15,88,70,27,93,-1,-1,-1,37,7,81,65,15,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,25,93,89,47,100,-1,-1,-1,50,20,93,81,44,100,-1,-1,-1
"101838",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,11,64,20,4,61,35,17,73,29,9,61,17,6,44,36,10,63,30,14,69,-1,-1,-1,33,27,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,11,64,20,4,60,36,18,74,28,10,61,15,5,40,38,11,65,32,13,67,17,4,59,40,22,77,32,12,68,-1,-1,-1,51,17,76,29,11,63,20,3,60,36,17,74,29,10,61,16,5,41,37,11,64,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,24,11,58,-1,-1,-1,33,15,71,22,11,54,-1,-1,-1,38,12,62,26,8,60,23,3,64,31,13,70,26,6,55,20,10,49,-1,-1,-1,24,9,58,-1,-1,-1,32,15,70,22,9,55,-1,-1,-1,34,10,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"101840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,76,-1,-1,-1,37,16,74,38,19,77,.,.,.,-1,-1,-1,39,17,76,-1,-1,-1,40,18,75,39,20,76,.,.,.,-1,-1,-1,36,15,76,-1,-1,-1,37,16,75,37,18,76,.,.,.,-1,-1,-1,38,16,76,-1,-1,-1,36,17,74,45,19,81,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,15,75,-1,-1,-1,38,15,74,32,19,72,.,.,.,-1,-1,-1,43,18,83,-1,-1,-1,44,16,82,44,23,85,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"101842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,4,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,6,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,7,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,4,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
