DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"129904",5,13,11,19,44,61,78,70,92,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,6,13,37,58,77,67,89,88,6,10,8,23,42,60,72,69,94,91,-3,5,5,24,38,68,82,82,-4,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,13,14,45,63,85,71,91,92,-3,2,2,9,28,47,71,56,89,86,-3,6,6,6,11,39,71,53,72,72,6,15,12,18,44,61,77,68,92,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"129905",12,23,29,39,65,86,93,90,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,16,21,31,56,85,91,91,97,-4,12,19,24,44,60,83,91,89,98,-4,20,20,33,38,59,82,86,86,98,-4,40,40,60,60,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27,35,32,71,89,95,92,97,-4,2,8,10,19,49,75,87,82,95,-4,-3,6,6,35,24,53,82,59,88,-4,11,22,28,39,65,86,93,90,97,-4,8,33,42,42,73,92,-4,92,-4,-4,40,80,60,40,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"129906",6,16,19,17,44,71,82,81,91,93,2,9,15,10,31,63,73,79,91,91,2,12,14,13,35,64,77,77,88,91,8,16,22,25,40,76,82,84,96,95,5,15,18,17,43,72,83,78,89,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,17,-3,17,33,33,50,83,83,4,16,15,10,47,67,83,79,86,90,-3,7,10,6,29,59,74,73,87,89,2,6,2,4,6,21,46,49,58,64,10,23,23,24,56,77,90,85,93,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,20,80,-4,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"129910",5,13,12,15,44,71,86,78,94,97,-3,-3,-3,17,-3,50,83,67,83,-4,3,11,8,14,24,64,81,71,89,95,8,12,20,20,44,79,86,84,98,98,-3,10,-3,11,40,80,-4,90,89,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,7,11,45,65,86,74,91,96,2,7,4,4,23,56,80,68,91,96,-3,6,-3,-3,6,19,44,38,67,81,6,14,14,15,46,71,85,78,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"130801",-3,10,10,20,30,90,90,-4,-4,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,10,20,30,90,90,-4,-4,90,-3,-3,-3,20,20,80,80,-4,-4,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,20,20,20,40,-4,-4,-4,-4,-4,-3,10,10,20,30,90,90,-4,-4,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,17,17,33,50,83,83,-4,-4,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"130901",20,38,40,40,74,91,96,94,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,28,19,25,46,80,87,89,95,97,20,33,36,48,71,91,95,94,99,99,12,25,27,29,61,85,91,91,95,98,-3,33,17,-3,33,83,83,83,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,44,43,32,76,91,97,95,96,99,1,6,5,9,28,64,81,77,91,96,1,12,6,11,15,66,85,79,86,96,24,43,45,44,78,93,97,95,99,99,5,33,29,29,76,90,-4,-4,90,-4,40,40,40,-4,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"130902",14,32,24,29,54,77,90,83,93,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,30,18,22,38,74,85,79,93,-4,9,25,23,32,43,77,86,81,98,-4,9,25,19,22,31,67,81,73,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,38,25,28,61,77,92,85,90,98,-3,6,-3,8,21,49,74,64,85,96,-3,-3,-3,10,5,29,67,48,65,90,16,38,27,32,71,84,96,91,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"132902",12,24,20,33,44,80,88,84,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,17,36,33,75,92,75,-4,92,14,29,21,54,36,86,86,86,-4,93,-3,-3,20,20,20,80,-4,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,18,18,9,55,73,91,82,91,-4,9,9,18,20,27,55,73,64,90,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,30,20,37,50,80,85,85,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"133901",4,19,15,18,54,79,89,81,91,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,19,13,14,52,75,87,77,89,97,3,14,14,14,42,78,86,77,89,97,2,16,9,14,47,81,86,84,93,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,16,20,63,80,92,84,92,98,-3,-3,2,2,27,61,78,63,83,95,-3,-3,-3,-3,14,29,71,43,71,-4,5,23,23,20,59,78,93,79,88,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"133903",15,32,33,30,62,82,88,87,96,97,-3,11,12,6,33,61,67,65,94,94,10,24,24,23,51,71,80,80,94,96,17,30,33,39,60,82,85,88,98,97,7,19,21,19,45,72,81,83,93,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,29,29,29,43,86,14,35,33,22,63,81,91,87,94,98,4,14,13,14,38,65,77,76,92,95,-3,12,6,6,12,46,59,74,77,82,22,43,43,39,75,89,95,91,98,99,33,40,33,33,67,83,80,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"133904",6,17,16,17,38,63,82,68,92,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,13,11,11,26,51,70,61,83,94,-3,5,9,18,23,62,85,68,92,97,4,10,10,15,24,44,69,52,85,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,27,22,16,51,64,79,68,92,96,1,5,4,8,22,46,73,52,88,95,-3,-3,-3,-3,10,20,50,30,67,70,7,22,20,19,48,75,90,77,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"134901",3,18,9,19,52,68,84,76,92,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,7,14,35,55,77,64,89,95,2,6,6,25,45,71,81,77,96,98,-3,3,3,8,33,51,73,62,92,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,30,12,14,59,66,86,74,88,96,-3,8,-3,-3,26,40,68,53,83,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,28,13,27,64,80,92,85,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"135001",-3,8,25,8,33,67,83,83,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,29,14,43,86,86,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,20,20,-3,20,40,80,60,-4,-4,-3,-3,-3,-3,-3,20,60,60,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,25,13,38,63,88,75,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"136901",7,16,27,21,34,76,82,88,97,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,23,18,22,75,79,85,96,95,11,20,41,26,37,83,84,93,96,91,6,11,23,18,24,69,75,84,96,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,14,16,31,69,80,82,98,98,-3,4,12,12,15,69,76,84,94,94,-3,29,17,29,-3,29,29,83,71,71,9,27,36,32,64,95,-4,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"137901",6,14,14,18,34,61,72,69,89,92,-3,15,5,10,22,52,60,62,81,78,5,10,11,15,29,55,68,62,86,90,5,14,13,21,28,63,70,71,93,90,7,13,13,18,32,59,71,66,89,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15,15,16,39,60,74,67,86,93,-3,2,1,6,16,40,57,48,80,85,-3,-3,-3,-3,8,4,23,15,29,48,7,23,25,23,55,84,89,89,93,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,17,33,67,67,83,83,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"137903",6,16,15,21,43,74,84,84,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,2,5,27,61,72,77,91,89,5,16,14,24,44,76,86,86,95,93,3,9,9,14,35,68,76,81,93,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,16,16,18,43,72,82,82,93,96,-3,-3,-3,5,16,57,70,62,91,86,-3,-3,-3,20,-3,17,20,40,60,60,12,29,26,30,55,86,95,88,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"137904",12,33,28,31,51,87,91,88,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,21,15,21,43,83,88,85,96,96,16,31,31,40,44,90,92,90,98,95,12,30,27,30,45,85,89,86,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,36,26,19,61,83,89,85,91,96,-3,-3,3,3,27,61,68,65,84,87,-3,-3,-3,-3,-1,20,40,20,60,-1,14,50,36,43,86,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"138902",7,11,30,19,26,63,67,78,78,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,18,-3,12,41,47,65,65,82,-3,-3,29,21,7,71,71,86,86,-4,-3,-3,17,8,17,67,67,83,83,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,23,31,15,46,54,62,69,69,77,-3,-3,21,-3,14,43,43,57,64,79,-3,-3,20,-3,20,40,60,80,40,80,18,27,55,36,45,64,73,82,64,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"138903",10,19,22,22,54,73,83,80,90,-4,-3,-3,-3,-3,14,57,71,71,71,-4,3,6,9,12,42,70,79,82,88,-4,4,12,16,28,68,76,88,80,92,-4,3,10,14,14,48,55,72,66,86,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,24,26,18,44,71,79,79,88,-4,-3,9,9,4,22,48,61,57,78,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,37,42,42,84,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"138904",-3,-1,-1,20,-1,80,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,20,-1,80,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"139905",7,19,24,27,36,91,95,94,97,99,-3,-3,-3,-3,17,-4,-4,-4,-4,-4,7,20,20,20,27,87,91,91,96,98,7,20,24,31,25,93,96,96,-4,98,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,40,-1,60,80,80,80,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,19,25,24,45,89,94,92,95,-4,-3,7,4,12,20,78,87,87,93,98,-3,18,18,-3,9,64,73,64,90,-4,7,22,25,31,38,92,96,96,97,99,-3,20,40,-3,20,60,80,60,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"139908",-3,14,30,10,19,74,86,88,95,95,-3,18,9,-3,18,55,82,91,-4,82,-3,20,20,4,16,68,84,84,92,92,-3,8,27,12,12,85,92,96,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,24,35,6,29,59,76,76,94,94,-3,10,10,-3,10,50,80,60,80,90,-3,40,30,-3,-3,60,80,-4,-4,80,-3,14,34,11,14,83,90,86,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"139909",11,21,20,21,48,71,80,79,93,95,3,6,6,10,33,64,71,73,90,94,4,11,9,14,35,62,74,72,90,92,11,20,19,25,41,68,77,77,95,95,4,13,14,11,28,54,71,68,89,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-1,-1,-3,20,-3,-1,-1,11,21,20,18,54,74,83,81,92,94,-3,3,2,4,20,49,64,62,87,90,3,14,3,8,18,43,53,65,73,73,18,34,32,35,66,82,91,87,98,98,22,25,25,22,25,67,75,88,89,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"139911",7,18,19,27,40,75,87,81,93,97,-3,5,11,11,11,50,63,72,79,95,4,15,9,15,27,64,80,73,92,93,8,15,19,33,38,78,87,83,98,97,5,10,14,27,29,68,81,86,95,-4,-3,10,10,50,20,70,-4,70,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,21,20,21,42,72,87,79,89,97,-3,3,5,5,17,54,73,64,86,92,-3,2,13,4,6,37,63,60,67,83,8,20,21,27,43,77,89,82,94,97,-3,8,8,23,42,64,77,58,92,83,20,20,20,-1,-1,80,80,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"139912",5,17,19,19,43,81,91,87,95,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,10,13,37,73,86,80,93,94,11,15,27,34,39,86,91,95,99,96,-3,17,17,-3,33,75,75,92,92,-4,-3,20,-3,20,20,60,80,60,-4,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,19,13,6,46,77,91,81,92,98,-3,5,1,4,20,62,82,72,92,93,-3,6,-3,6,6,47,65,59,88,88,5,17,21,21,45,82,92,88,95,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"140901",-3,4,12,12,36,56,68,72,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,5,14,9,32,55,64,73,95,-4,-3,-3,10,20,30,60,60,80,-4,-4,-3,5,15,15,35,50,60,70,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,13,7,40,53,73,67,93,-4,-3,-3,-3,12,24,35,53,59,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"140904",6,23,20,20,36,79,85,85,90,95,-3,10,-3,30,30,80,90,80,90,-4,5,18,14,20,30,76,83,83,89,92,1,14,14,23,25,82,87,87,94,97,3,12,12,12,24,73,81,81,89,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,31,25,18,46,76,83,83,87,94,-3,8,4,12,12,62,70,72,83,92,-3,-3,-3,11,-3,32,47,53,58,95,10,43,36,31,57,90,93,93,93,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"140905",2,9,16,11,28,63,70,79,93,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,6,8,6,22,60,65,76,90,96,-3,4,6,15,23,65,66,87,-4,-4,1,6,12,7,18,57,62,75,91,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,8,8,31,25,67,83,83,4,13,26,6,32,62,74,70,85,96,-3,2,-3,4,8,46,55,67,88,96,-3,-3,-3,9,-3,18,36,55,82,91,4,17,25,17,54,83,92,92,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"140907",6,13,23,11,38,66,83,79,87,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,7,-3,14,57,75,71,85,93,6,6,24,18,24,59,65,82,88,94,-3,5,9,-3,23,59,86,73,82,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,17,23,7,47,70,93,77,86,97,-3,-3,-3,-3,5,30,65,55,68,90,-3,-3,-3,-3,17,67,-4,83,67,-4,13,21,38,22,54,75,83,88,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"140908",6,10,25,21,35,78,86,88,96,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,17,23,22,77,86,89,95,97,11,7,37,36,41,82,89,89,96,-4,5,5,16,21,19,74,84,84,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,17,11,31,75,83,88,95,98,-3,3,6,12,6,59,73,76,94,97,-3,-3,13,11,-3,44,75,75,78,88,6,16,35,21,55,82,87,94,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"141901",8,21,25,20,55,72,81,83,91,95,7,13,27,29,67,67,80,87,93,93,4,15,18,12,45,64,74,77,87,92,8,18,25,24,49,73,81,84,96,95,3,11,14,11,38,66,74,77,87,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,14,-3,-3,-3,14,29,57,29,43,8,24,25,15,62,71,82,82,87,95,1,5,7,7,31,47,61,66,81,87,-3,3,-3,-3,3,13,38,53,54,70,10,24,29,23,59,73,83,84,92,96,-3,17,25,8,83,92,92,92,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"141902",5,12,22,12,38,69,88,78,76,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,18,4,30,59,86,71,68,96,7,7,21,20,36,93,-4,-4,93,-4,5,5,21,5,33,60,84,74,63,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,15,22,8,38,56,81,67,65,92,-3,-3,5,5,11,35,74,53,47,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,20,15,15,35,75,90,80,85,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"142901",2,7,8,6,33,64,78,75,87,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,6,5,29,62,76,73,86,94,2,7,7,9,29,71,82,80,96,96,1,7,8,6,29,64,77,75,87,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,8,3,36,59,75,71,79,93,-3,4,1,1,22,54,71,67,81,92,-3,-3,-3,-3,9,36,64,60,64,73,13,13,13,13,75,63,-4,75,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
