DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"219901",12,27,38,32,54,73,81,81,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,27,20,27,55,73,64,-4,-4,25,38,50,63,50,75,-4,75,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,22,33,18,56,72,72,83,-4,-4,-3,-3,10,11,-3,30,50,50,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,30,43,35,61,83,83,87,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"219903",2,9,21,21,38,81,89,92,94,96,-3,-3,-3,29,14,86,86,-4,-4,-4,-3,4,12,14,23,73,84,88,91,94,3,5,20,27,30,85,88,90,97,97,-3,3,19,13,29,76,87,88,91,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,22,16,46,77,89,94,91,95,-3,-3,2,5,2,57,75,80,86,89,-3,-3,6,20,-3,38,56,81,73,88,7,17,28,33,57,87,91,96,96,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"219905",3,12,12,6,38,54,82,68,76,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,12,6,-3,12,33,71,53,65,94,-3,-3,-3,-3,8,38,69,46,85,-4,-3,8,8,-3,33,52,79,67,75,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,19,10,57,64,90,81,71,95,-3,-3,-3,-3,16,25,68,47,63,95,-3,-3,-3,-3,-3,17,-4,50,33,-4,14,29,14,14,57,71,86,71,86,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220801",7,30,15,18,56,75,85,85,96,96,14,50,17,43,83,86,83,83,-4,-4,-3,14,-3,29,57,71,86,71,-4,-4,7,20,7,13,53,67,80,73,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,42,25,23,58,85,92,-4,92,-4,-3,14,-3,14,57,57,71,71,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,27,20,7,47,73,87,87,93,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220804",-3,4,3,4,9,51,66,65,79,79,-3,-3,-3,-3,2,46,66,55,73,64,-3,4,2,4,8,47,64,62,78,77,-3,4,3,6,9,55,67,68,89,79,-3,6,4,3,8,51,64,69,80,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,11,22,33,33,67,-3,4,3,1,9,47,64,61,68,79,-3,4,3,3,9,49,65,64,78,78,-3,-3,-3,-3,-3,23,44,56,55,39,-3,8,7,13,31,60,75,64,87,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220809",18,41,28,52,71,93,98,93,-4,99,8,25,8,50,50,67,92,67,-4,92,22,56,22,38,88,89,89,89,-4,88,17,39,26,56,67,92,97,92,-4,99,9,9,9,64,70,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,47,31,44,78,97,-4,97,-4,-4,17,33,17,33,50,-4,-4,-4,-4,-4,-3,20,-3,-3,80,80,-4,80,-4,-4,19,49,32,50,73,96,99,96,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220810",28,40,47,48,72,94,97,96,99,-4,20,40,20,-1,80,-4,-4,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,46,53,60,69,98,-4,98,-4,-4,33,33,43,64,64,93,93,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,34,41,37,75,91,93,93,98,-4,-3,20,-3,-3,40,80,-4,80,-4,-4,-3,-3,-3,-3,-3,40,60,40,-4,-4,28,42,47,52,77,95,98,96,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,45,73,27,64,91,91,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220812",2,6,3,8,11,49,54,44,71,83,-3,-3,-3,-3,-3,41,25,25,63,75,-3,4,-3,3,8,44,50,36,68,85,4,6,6,14,12,52,47,47,76,71,-3,9,-3,-3,9,46,64,50,64,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,6,-3,-3,11,45,61,41,65,94,3,7,3,6,7,39,45,34,66,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,10,33,30,73,80,70,89,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220813",17,37,44,30,74,89,95,95,97,-4,5,26,42,21,47,74,89,79,95,-4,16,38,44,27,61,83,89,94,95,-4,19,32,40,37,67,88,93,95,97,-4,9,28,32,19,72,83,89,94,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,43,49,23,81,89,96,96,96,-4,-3,30,20,-3,30,55,80,70,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,42,44,33,81,96,-4,-4,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,55,72,48,86,97,-4,-4,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220816",24,46,66,41,68,98,98,98,-4,-4,71,71,71,86,86,-4,-4,-4,-4,-4,14,33,57,36,60,98,98,98,-4,-4,10,24,38,34,45,97,97,97,-4,-4,10,28,56,31,56,97,97,97,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,25,13,13,25,-4,-4,-4,-4,-4,37,67,93,47,90,-4,-4,-4,-4,-4,-3,15,8,15,31,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,89,89,44,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220817",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"220901",8,19,20,19,48,68,80,76,91,94,3,8,8,12,33,56,71,66,88,92,4,11,12,11,36,59,72,68,87,92,9,16,19,23,43,69,79,77,93,95,4,11,12,12,38,62,74,70,88,93,-3,5,18,10,48,60,78,70,90,95,-3,3,7,1,14,36,51,53,68,82,8,22,21,15,53,67,81,75,88,94,1,5,6,7,28,52,68,62,85,91,-3,2,2,4,12,18,35,41,63,66,14,32,31,30,67,80,90,86,95,97,9,24,24,21,53,75,82,81,95,-4,20,39,46,31,62,85,91,92,93,97,-3,20,40,20,70,70,80,70,-4,90
"220902",9,19,22,26,53,74,82,81,94,96,3,9,9,18,40,63,72,76,93,93,4,10,14,18,40,64,75,74,91,94,9,15,21,32,48,75,81,81,97,96,5,10,14,19,39,62,74,72,92,95,5,19,19,32,50,82,81,90,-4,-4,1,1,6,2,13,33,49,56,69,88,8,22,22,21,57,72,83,80,91,95,2,6,7,9,29,52,66,64,88,92,-3,5,4,9,17,32,47,56,79,77,10,23,25,31,61,80,88,86,95,97,11,20,29,38,47,74,82,82,92,92,21,29,44,36,65,84,88,89,95,97,14,14,14,14,57,86,-4,86,-4,-4
"220904",2,7,13,11,35,66,75,77,89,92,2,5,11,15,28,58,68,72,88,90,2,7,13,10,33,64,74,75,88,91,2,6,13,14,33,65,72,78,93,94,2,9,13,7,41,73,81,82,91,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,3,11,-3,13,27,49,44,58,75,2,8,13,8,38,67,78,77,85,90,-3,2,5,5,22,54,66,69,85,89,-3,-3,3,3,9,24,38,48,53,59,-3,17,13,10,41,67,79,80,86,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,44,11,56,78,78,78,89,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220905",6,15,17,15,43,66,76,75,89,94,2,7,7,9,33,55,66,64,85,92,3,11,14,11,38,63,73,73,88,94,5,12,16,19,40,68,76,76,93,95,4,12,15,13,41,67,77,76,90,95,31,38,40,56,50,63,75,80,-4,-4,-3,1,5,-3,10,24,43,50,47,80,6,18,18,12,47,64,77,74,86,94,1,5,6,6,27,52,65,64,84,91,-3,2,2,1,7,13,29,30,46,64,15,35,32,33,67,81,89,85,94,97,12,23,28,28,59,74,88,78,96,97,16,26,37,19,48,67,77,82,77,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220906",28,47,47,48,73,90,94,93,98,98,10,22,24,19,55,68,83,76,91,95,13,23,24,26,43,69,82,80,91,95,31,44,46,56,71,90,94,93,99,99,16,31,31,35,54,79,87,86,94,96,-3,11,33,22,67,-4,-4,-4,-4,-4,-3,8,12,2,18,46,63,68,68,88,25,49,47,39,75,89,94,92,97,98,3,13,11,17,38,67,81,76,92,94,2,12,5,13,22,50,72,69,88,88,30,50,49,51,78,93,97,95,99,99,31,41,42,58,77,87,93,91,-4,99,47,64,73,60,79,95,96,97,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220907",15,30,32,35,68,86,92,90,97,99,6,15,16,21,48,73,83,81,94,97,8,17,21,22,51,77,85,84,95,98,17,27,32,43,65,88,93,91,99,99,9,19,23,26,57,79,87,85,97,98,2,21,18,30,68,88,95,87,95,98,1,6,9,5,29,57,64,74,86,92,13,32,33,26,71,84,92,89,96,99,2,8,9,13,41,65,80,74,93,97,1,8,5,8,20,43,64,57,84,88,16,33,35,38,73,89,95,91,98,99,11,32,35,41,78,90,95,93,97,96,28,42,49,44,74,91,95,95,98,-4,20,30,20,33,30,80,90,80,-4,-4
"220908",9,19,24,25,56,76,86,82,94,96,5,10,14,19,45,68,79,75,94,95,5,11,15,16,43,66,77,76,92,94,9,16,22,30,51,76,85,82,97,96,6,13,16,19,49,71,81,80,93,95,11,18,21,11,50,68,89,79,85,96,1,3,4,5,18,43,59,60,82,85,9,21,26,21,61,76,86,83,92,96,1,3,5,8,32,54,70,66,88,91,1,2,1,9,9,20,42,44,70,69,12,25,31,31,66,81,91,87,95,98,11,20,30,32,66,85,93,87,98,98,20,32,49,37,67,88,94,92,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220910",3,8,10,11,35,53,70,62,86,93,-3,5,3,5,30,41,64,51,79,95,1,5,8,8,32,48,66,59,85,92,1,4,9,17,29,55,69,63,88,90,3,7,9,11,34,52,69,63,87,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,11,22,33,44,78,3,11,11,7,40,52,70,60,84,96,1,3,3,5,17,31,55,40,75,89,3,-3,-3,9,11,14,38,20,54,80,2,11,14,11,40,58,73,63,85,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,40,20,40,80,80,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220912",7,15,18,20,47,68,78,75,92,94,2,6,8,13,32,58,70,66,89,91,4,9,12,14,36,60,71,69,89,93,7,13,18,27,43,70,76,76,94,94,6,15,16,20,44,68,76,76,92,95,7,16,34,27,63,71,82,79,98,95,1,3,9,1,23,54,62,64,76,91,6,18,17,14,50,66,79,75,89,94,1,4,5,7,26,49,63,57,86,90,1,4,2,5,8,25,41,37,63,67,13,27,30,29,67,81,88,85,95,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,28,38,29,69,93,99,93,99,97,20,40,20,60,80,-4,-4,-4,-4,-4
"220914",8,17,24,26,57,77,88,83,94,97,1,8,14,20,53,71,85,78,96,94,4,18,19,16,47,72,84,78,90,95,7,14,21,30,54,76,87,83,96,98,5,18,23,19,47,74,86,80,90,98,17,17,17,17,50,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,20,26,22,60,78,88,82,91,97,1,5,5,8,30,54,69,64,83,93,-3,3,3,-3,21,19,45,26,56,76,11,19,27,31,62,79,88,84,94,98,-3,17,17,17,33,83,83,83,-4,-4,17,22,30,30,65,92,91,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220915",6,19,17,18,47,73,82,81,92,95,-3,13,7,20,20,60,73,73,80,87,4,13,13,13,36,63,72,75,88,93,6,15,14,24,42,73,81,82,95,95,5,15,10,14,35,62,74,75,88,92,18,27,27,27,45,73,82,73,-4,-4,-3,-3,-3,-3,-3,-3,29,29,29,43,6,23,19,13,52,72,83,80,89,95,1,5,3,5,25,52,67,64,84,89,-3,2,-3,5,6,24,28,45,67,60,6,20,19,19,50,75,84,82,93,96,7,21,14,7,43,71,79,93,86,-4,-3,-3,-3,-3,86,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220916",14,30,34,31,61,83,90,90,96,98,6,16,18,23,48,77,86,85,96,98,7,19,23,22,48,76,84,86,95,97,14,24,30,36,54,84,89,90,99,99,10,22,25,22,49,75,83,85,95,97,20,40,37,25,60,90,95,95,95,-4,-3,4,8,3,12,38,52,66,80,89,15,36,37,26,67,82,90,89,94,98,4,12,13,13,37,65,77,79,92,96,1,13,9,18,22,53,69,79,87,95,18,38,40,37,70,89,94,93,97,99,18,43,39,44,81,91,96,95,98,-4,26,38,56,42,71,89,94,93,96,98,4,9,21,13,33,74,78,90,97,-4
"220917",5,16,18,14,45,70,80,80,94,95,-3,-3,-3,29,67,71,-4,83,86,-4,4,14,15,11,41,67,78,79,93,94,5,13,19,15,40,69,76,80,96,92,5,12,16,12,39,68,77,79,94,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,5,5,-3,7,22,43,45,44,86,6,19,16,13,49,71,85,79,93,97,-3,4,7,5,27,53,68,67,90,90,-3,14,5,5,11,41,59,73,76,63,7,30,24,21,62,75,88,81,95,96,-3,-3,-3,-3,29,71,86,86,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220918",10,27,24,22,56,73,85,80,92,96,2,13,10,9,39,59,76,66,88,94,6,18,16,15,43,63,76,72,88,92,11,25,24,26,52,76,86,82,95,97,7,20,18,17,48,68,80,77,91,94,-3,47,18,6,71,83,82,88,94,94,-3,7,5,3,10,14,37,40,56,73,10,30,25,18,60,71,84,78,89,95,1,8,5,9,33,51,70,62,85,92,1,3,4,6,17,32,54,58,66,78,15,36,32,28,65,80,90,85,94,98,7,24,17,29,71,74,90,83,93,98,19,33,38,28,62,80,88,87,95,-4,-3,13,-3,13,38,63,75,88,75,-4
"220919",31,58,57,48,86,96,99,97,99,-4,17,38,50,29,75,96,96,96,96,-4,12,38,41,18,59,88,94,94,-4,-4,35,53,55,58,84,97,99,98,-4,-4,25,43,47,42,73,91,95,92,-4,99,17,50,67,33,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,64,58,38,87,96,98,97,98,-4,5,27,16,19,60,81,89,85,96,99,6,23,11,24,52,82,90,88,94,-4,30,58,56,48,87,97,99,98,99,-4,40,60,58,42,84,92,96,96,96,-4,48,75,78,61,89,99,99,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"220920",7,20,22,19,53,78,87,86,93,97,4,5,14,16,39,64,77,75,89,95,5,15,19,13,47,73,86,83,90,96,7,18,21,19,45,76,85,85,96,97,3,12,15,13,45,74,84,85,93,96,-3,-1,-1,-3,-1,20,-1,-1,80,-1,-3,-3,-3,-3,-3,25,29,29,63,86,8,22,22,18,60,80,90,87,91,97,-3,3,5,6,30,59,77,72,87,94,-3,-3,-3,-3,18,21,48,39,67,85,9,26,26,21,58,82,90,88,93,98,9,18,18,18,59,85,91,94,97,97,20,33,40,47,60,80,87,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221801",9,23,21,20,58,71,86,74,93,96,8,11,18,15,35,56,73,59,89,91,4,19,15,7,47,61,79,63,90,95,8,15,16,22,47,69,81,72,95,95,8,23,21,13,59,74,85,76,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,27,18,69,72,90,77,91,98,2,9,4,13,37,51,73,54,91,95,6,12,7,9,23,29,60,42,72,77,9,25,20,22,61,71,88,76,93,97,11,13,16,28,50,75,83,76,92,92,20,53,60,27,71,93,93,-4,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221901",8,19,20,20,46,71,82,81,91,95,2,6,9,13,26,52,66,68,81,86,3,11,12,12,34,60,73,73,87,91,7,15,17,24,39,71,80,81,94,94,3,12,13,13,41,67,79,79,92,94,20,50,60,40,67,-4,-4,-4,-4,-4,-3,-3,-3,-3,2,14,33,33,26,50,8,24,23,16,53,71,84,81,89,95,1,6,4,7,24,48,65,64,84,89,1,7,2,12,14,30,52,54,72,81,12,29,28,28,56,81,89,87,94,97,5,21,21,18,52,73,84,84,98,-4,8,17,17,17,25,53,67,58,64,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221904",6,13,16,19,44,76,89,81,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,14,16,40,68,84,77,92,93,7,12,15,26,41,74,88,82,97,96,-3,-3,10,19,43,67,76,76,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,16,14,46,77,90,80,90,96,-3,4,4,6,31,63,83,68,92,94,-3,13,7,13,20,20,67,40,60,67,8,15,17,20,44,77,91,82,92,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221905",8,21,25,33,33,96,96,96,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,43,29,29,86,86,86,-4,-4,14,36,36,43,36,-4,-4,-4,-4,-4,-3,-3,17,17,17,83,83,83,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,10,20,30,90,90,90,-4,-4,-3,-3,9,27,9,91,91,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,28,28,39,39,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221911",12,28,28,32,61,85,88,93,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,15,12,18,42,64,73,81,93,-4,14,20,30,39,54,83,87,89,-4,-4,18,20,20,18,80,64,90,80,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,35,26,27,68,87,89,96,94,96,2,4,8,17,32,58,67,79,90,94,-3,-3,6,13,13,41,50,88,69,80,12,29,28,33,60,86,88,93,97,98,20,20,40,40,-1,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"221912",16,34,38,35,65,90,94,94,97,99,-3,-3,18,12,41,76,81,94,88,94,7,16,21,24,35,83,84,92,95,95,18,38,42,45,60,90,93,95,99,99,5,7,11,16,41,86,93,93,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,30,34,27,70,89,95,94,96,99,4,5,10,11,28,64,80,78,89,95,-3,-3,3,6,12,47,65,73,78,94,17,38,41,38,69,91,95,95,98,99,50,62,57,71,77,93,-4,93,-4,-4,17,42,50,25,75,92,92,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"222901",-3,30,30,-3,60,90,-4,90,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,29,29,-3,43,86,-4,86,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,50,33,-3,67,83,-4,83,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"223901",5,7,12,13,32,53,66,62,87,91,-3,-3,-3,-3,13,25,50,25,75,88,2,3,6,9,24,44,59,60,83,92,3,5,10,16,28,52,59,68,90,89,2,3,7,9,26,48,62,60,85,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,13,-3,13,50,75,50,63,88,6,9,13,11,36,53,71,57,84,93,-3,-3,2,2,18,39,59,49,80,82,-3,-3,-3,-3,9,27,45,36,57,68,16,24,29,32,61,74,79,76,95,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
