DISTRICT,D200A001S15R,D200AC01S15R,D200AM01S15R,D200AR01S15R,D200AS01S15R,D200AW01S15R,D300A001S15R,D300AC01S15R,D300AM01S15R,D300AR01S15R,D300AS01S15R,D300AW01S15R,D400A001S15R,D400AC01S15R,D400AM01S15R,D400AR01S15R,D400AS01S15R,D400AW01S15R,DA00A001S15R,DA00AC01S15R,DA00AM01S15R,DA00AR01S15R,DA00AS01S15R,DA00AW01S15R,DB00A001S15R,DB00AC01S15R,DB00AM01S15R,DB00AR01S15R,DB00AS01S15R,DB00AW01S15R,DE00A001S15R,DE00AC01S15R,DE00AM01S15R,DE00AR01S15R,DE00AS01S15R,DE00AW01S15R,DF00A001S15R,DF00AC01S15R,DF00AM01S15R,DF00AR01S15R,DF00AS01S15R,DF00AW01S15R,DH00A001S15R,DH00AC01S15R,DH00AM01S15R,DH00AR01S15R,DH00AS01S15R,DH00AW01S15R,DI00A001S15R,DI00AC01S15R,DI00AM01S15R,DI00AR01S15R,DI00AS01S15R,DI00AW01S15R,DL00A001S15R,DL00AC01S15R,DL00AM01S15R,DL00AR01S15R,DL00AS01S15R,DL00AW01S15R,DM00A001S15R,DM00AC01S15R,DM00AM01S15R,DM00AR01S15R,DM00AS01S15R,DM00AW01S15R,DR00A001S15R,DR00AC01S15R,DR00AM01S15R,DR00AR01S15R,DR00AS01S15R,DR00AW01S15R,DS00A001S15R,DS00AC01S15R,DS00AM01S15R,DS00AR01S15R,DS00AS01S15R,DS00AW01S15R,DW00A001S15R,DW00AC01S15R,DW00AM01S15R,DW00AR01S15R,DW00AS01S15R,DW00AW01S15R
"108914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,57,57,64,59,64,.,.,.,.,.,.,64,58,61,66,66,64,62,55,70,64,49,71,62,57,57,64,59,63,.,.,.,.,.,.,33,-1,-1,41,-1,-1,62,58,46,65,67,56,48,41,45,53,44,42,35,55,-1,27,-1,-1,-1,.,.,-1,.,-1
"108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,69,71,67,64,71,.,.,.,.,.,.,67,69,70,66,63,69,74,73,74,76,62,78,68,68,70,67,64,71,.,.,.,.,.,.,44,46,57,43,34,39,62,64,68,59,66,63,57,59,66,56,53,54,56,-1,-1,83,-1,-1,100,-1,-1,100,-1,.
"108916",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,84,90,79,76,85,.,.,.,.,.,.,80,83,89,78,75,84,82,83,92,81,76,87,81,84,90,79,76,85,.,.,.,.,.,.,70,72,78,69,54,79,79,84,87,76,75,82,72,74,83,71,60,79,54,83,100,41,70,42,75,-1,.,86,-1,.
"109901",-1,.,.,-1,-1,.,-1,.,.,-1,.,.,.,.,.,.,.,.,86,79,94,88,92,80,.,.,.,.,.,.,73,78,-1,72,75,70,91,88,100,92,95,85,88,100,-1,81,-1,100,.,.,.,.,.,.,-1,.,.,-1,.,-1,81,70,88,84,89,73,68,56,83,68,80,-1,53,-1,-1,-1,-1,-1,87,77,94,90,94,78
"109902",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,52,92,64,60,43,-1,-1,.,-1,.,-1,52,40,86,59,50,31,67,46,100,76,50,77,47,-1,-1,54,63,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,53,61,83,52,71,-1,43,32,86,47,40,30,36,-1,.,-1,-1,-1,67,63,91,70,59,56
"109903",90,-1,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,65,61,79,70,67,45,.,.,.,.,.,.,61,60,88,64,55,48,75,68,100,78,73,61,63,-1,-1,62,-1,86,-1,-1,.,-1,.,-1,-1,.,.,-1,.,.,58,56,67,62,62,32,48,42,67,54,48,-1,34,-1,-1,40,-1,-1,65,62,83,69,69,35
"109904",83,75,-1,96,-1,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,72,65,86,75,64,72,55,39,81,60,48,48,67,58,81,70,58,69,73,63,83,77,66,72,70,62,83,71,62,75,83,-1,-1,-1,.,.,32,31,70,31,-1,26,72,67,88,73,63,71,55,39,77,59,46,52,64,56,100,73,-1,-1,86,80,96,92,76,75
"109905",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,74,64,78,75,75,62,60,67,58,60,75,70,67,61,75,67,64,76,72,76,79,64,86,67,55,-1,72,-1,71,.,.,.,.,.,.,-1,-1,.,-1,.,.,75,77,50,78,88,67,59,53,48,66,63,38,38,-1,-1,38,-1,-1,81,81,68,86,78,75
"109907",65,-1,.,87,-1,-1,90,-1,-1,-1,-1,-1,.,.,.,.,.,.,74,79,87,76,67,58,60,75,71,58,63,-1,72,81,85,73,66,52,76,83,86,80,59,68,73,78,93,74,71,42,100,-1,-1,-1,-1,-1,50,-1,-1,59,.,-1,71,75,87,72,75,50,64,72,82,64,58,38,43,-1,-1,35,-1,-1,76,80,81,79,64,80
"109908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,62,.,87,-1,69,62,-1,.,-1,-1,.,75,55,.,85,-1,75,69,-1,.,80,-1,-1,74,-1,.,83,-1,70,.,.,.,.,.,.,58,.,.,-1,.,-1,83,71,.,94,-1,71,70,-1,.,86,-1,70,-1,.,.,-1,.,-1,93,-1,.,100,.,-1
"109910",91,-1,-1,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,77,70,67,83,67,79,60,-1,.,-1,-1,-1,76,65,86,83,65,75,76,60,-1,84,-1,-1,67,-1,.,78,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,77,75,56,83,73,80,61,50,-1,73,50,-1,88,83,-1,83,-1,-1,79,76,60,84,79,86
"109911",80,90,100,74,78,-1,100,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,78,81,79,77,83,64,56,-1,-1,45,88,71,72,74,78,71,80,57,80,78,79,83,82,64,72,70,76,71,81,55,-1,-1,.,-1,-1,.,38,-1,-1,40,-1,-1,75,85,78,71,84,63,65,68,67,65,72,37,45,60,-1,51,45,-1,80,85,78,80,84,65
"109912",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,78,100,84,91,73,-1,.,.,-1,.,.,81,75,100,84,82,63,82,73,100,84,88,70,73,42,-1,81,71,-1,-1,.,.,.,-1,.,58,-1,.,-1,-1,-1,86,82,100,84,94,86,72,63,100,73,79,43,68,-1,-1,50,-1,-1,86,88,100,85,94,69
"109913",50,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,87,96,80,64,71,63,.,.,-1,-1,-1,75,81,90,75,73,64,83,95,92,85,65,72,75,71,-1,76,-1,71,.,.,.,.,.,.,.,.,.,.,.,.,76,80,100,75,63,71,73,82,96,73,65,58,60,-1,.,65,-1,-1,81,91,96,81,66,77
"109914",-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,88,82,71,52,71,71,-1,-1,-1,.,.,71,89,83,67,50,75,77,90,78,74,60,86,74,85,86,66,-1,88,-1,-1,.,-1,-1,.,-1,-1,.,-1,-1,.,70,87,88,69,42,64,60,77,90,57,33,50,57,-1,-1,-1,-1,-1,72,88,88,72,55,62
"110901",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,64,55,65,64,63,53,-1,.,67,-1,-1,60,59,53,64,52,59,58,58,-1,62,50,45,60,62,50,62,62,56,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,68,68,54,67,73,77,48,54,47,47,50,-1,23,-1,-1,-1,-1,-1,76,72,-1,73,77,-1
"110902",86,-1,-1,100,-1,-1,70,-1,.,-1,-1,.,-1,.,.,-1,.,.,76,79,71,78,81,64,71,40,73,77,87,56,71,71,69,74,74,57,79,79,77,81,82,71,72,77,70,74,75,58,50,-1,-1,-1,-1,-1,57,68,-1,56,55,45,73,79,64,75,80,57,63,63,62,65,68,46,53,57,53,57,67,-1,87,89,77,88,93,78
"110905",-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,78,67,92,87,58,75,-1,-1,.,-1,.,.,62,44,83,77,29,61,78,56,-1,86,54,86,60,40,-1,79,24,56,-1,-1,.,-1,.,-1,-1,.,.,-1,.,-1,79,74,100,89,62,59,60,48,88,74,29,59,67,-1,.,-1,-1,-1,88,86,100,92,80,82
"110906",82,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,79,79,74,82,75,77,-1,-1,.,-1,.,-1,75,79,75,76,69,67,75,67,81,80,67,70,77,75,75,83,68,68,.,.,.,.,.,.,88,.,.,83,.,-1,83,88,70,84,81,85,65,71,62,66,63,58,30,-1,-1,-1,-1,-1,82,83,75,82,84,83
"110907",100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,92,87,100,93,95,89,-1,-1,.,-1,.,.,86,81,100,88,89,75,92,86,100,94,90,90,89,82,100,90,91,85,100,-1,-1,-1,-1,-1,60,-1,-1,-1,.,-1,92,88,100,93,100,87,87,86,100,86,94,75,85,-1,-1,92,-1,-1,96,95,100,97,98,93
"110908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,92,80,89,87,72,100,-1,.,-1,-1,-1,85,82,-1,94,86,80,89,89,-1,92,92,91,78,77,-1,80,-1,73,-1,.,.,-1,.,-1,.,.,.,.,.,.,84,94,100,86,82,57,74,77,-1,76,-1,71,50,-1,-1,-1,-1,-1,91,100,100,95,83,67
"111901",78,88,73,77,82,75,97,100,-1,100,100,-1,-1,-1,.,-1,-1,-1,80,83,87,80,81,67,77,69,100,83,63,67,70,73,82,71,72,55,83,83,88,84,78,77,70,72,78,72,71,57,56,-1,-1,54,83,-1,54,44,41,59,56,49,77,82,87,76,83,59,62,66,74,63,64,43,44,47,77,46,53,22,83,86,90,83,83,71
"111902",100,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,61,83,81,84,60,-1,.,.,-1,.,.,62,45,88,70,67,40,78,63,77,84,86,68,56,-1,-1,73,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,72,60,90,77,83,52,55,40,71,60,50,46,46,-1,-1,-1,.,-1,77,64,84,82,90,61
"111903",90,-1,-1,-1,.,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,83,88,84,85,72,78,36,-1,-1,-1,-1,-1,76,90,76,76,57,71,85,90,89,87,71,83,72,100,-1,68,-1,77,-1,.,.,-1,-1,-1,46,-1,.,-1,-1,-1,80,86,79,83,73,73,64,60,53,70,53,63,46,50,-1,56,-1,-1,85,87,88,87,73,79
"112901",81,76,92,83,-1,82,87,78,-1,92,71,-1,-1,.,.,-1,.,.,79,73,88,81,79,73,65,62,81,65,66,57,72,64,84,74,73,65,81,72,91,84,79,78,75,64,86,77,78,72,82,-1,-1,82,.,-1,62,39,80,69,52,65,77,74,85,78,80,68,62,50,81,65,65,54,40,33,50,38,47,44,83,79,90,85,83,76
"112905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,70,72,75,89,62,67,-1,-1,-1,.,-1,73,69,76,73,90,59,76,71,73,79,83,64,69,56,-1,65,86,-1,-1,.,.,-1,.,-1,50,-1,-1,-1,-1,-1,72,69,71,72,94,61,60,55,67,62,79,40,33,-1,-1,39,-1,-1,75,71,67,77,89,67
"112906",52,-1,-1,67,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,61,41,69,69,54,58,-1,-1,.,-1,-1,.,55,36,63,63,38,57,66,49,77,72,63,66,58,38,-1,65,44,59,-1,-1,.,-1,-1,-1,32,-1,-1,42,-1,-1,55,33,62,66,45,51,42,17,56,55,34,31,21,-1,-1,30,-1,-1,63,44,68,71,59,60
"112907",-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,68,85,79,84,85,.,.,.,.,.,.,76,59,86,77,73,93,85,67,100,86,87,94,72,58,83,68,80,-1,.,.,.,.,.,.,23,-1,-1,-1,-1,.,73,70,75,71,82,67,60,47,71,62,63,60,88,-1,-1,71,-1,-1,83,76,86,83,87,83
"112908",73,-1,-1,-1,.,-1,100,-1,.,-1,.,-1,.,.,.,.,.,.,74,72,83,77,70,65,70,-1,-1,69,-1,-1,69,67,78,72,67,54,77,69,90,82,64,71,68,67,80,70,65,54,89,-1,-1,83,.,-1,53,61,78,54,-1,38,72,74,77,73,75,61,62,56,77,66,58,48,43,-1,-1,50,-1,-1,79,78,85,83,74,69
"112909",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,62,90,87,81,88,92,-1,-1,100,-1,-1,84,61,88,87,80,95,84,61,89,89,78,88,80,-1,100,85,71,86,-1,.,.,.,-1,.,58,-1,-1,60,-1,-1,83,63,92,84,86,88,66,-1,86,78,45,67,73,-1,.,86,-1,.,83,65,86,86,83,88
"112910",87,-1,-1,86,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,77,62,86,85,70,70,-1,-1,.,-1,.,.,71,57,83,81,60,62,73,50,-1,84,59,85,88,83,-1,100,71,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,81,76,92,86,81,59,54,-1,-1,67,50,-1,50,-1,-1,69,-1,-1,75,57,83,83,68,68
"113901",89,100,-1,88,100,-1,100,-1,.,-1,.,-1,.,.,.,.,.,.,76,74,84,77,83,66,70,65,82,71,79,63,74,73,80,75,82,66,75,69,84,76,81,69,76,78,83,77,77,67,-1,-1,.,-1,.,.,64,57,.,68,-1,57,77,80,83,78,84,63,68,64,76,68,77,53,86,-1,-1,85,-1,-1,87,82,89,91,96,68
"113902",-1,.,.,-1,.,.,100,-1,-1,-1,-1,.,-1,-1,.,-1,.,.,67,68,71,68,73,54,46,33,60,52,40,33,59,54,64,63,53,52,71,70,74,72,67,66,65,-1,-1,73,83,71,-1,.,.,-1,.,-1,-1,-1,-1,-1,.,.,64,65,68,63,79,41,46,38,50,51,52,24,21,-1,-1,25,-1,-1,75,80,81,74,84,58
"113903",88,83,-1,100,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,89,90,100,94,71,84,62,-1,-1,76,-1,-1,88,92,100,93,61,78,89,86,100,94,76,88,89,-1,-1,91,-1,83,.,.,.,.,.,.,-1,.,.,-1,.,.,89,94,100,93,63,80,80,67,-1,93,45,67,82,-1,.,100,-1,.,92,94,100,95,79,87
"113905",-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,91,92,86,58,81,79,-1,-1,89,-1,-1,77,84,86,79,48,76,89,92,90,92,63,88,89,100,-1,100,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,80,90,94,80,52,76,74,80,82,75,50,67,55,-1,.,60,.,-1,84,91,94,85,64,81
"113906",78,-1,.,83,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,76,-1,75,56,75,85,-1,.,77,-1,-1,66,79,-1,67,54,63,76,71,-1,78,-1,80,50,-1,.,-1,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,71,82,-1,72,55,71,68,72,-1,69,50,72,-1,-1,.,-1,.,-1,73,75,-1,75,50,79
"114901",63,59,-1,69,64,47,78,83,-1,67,-1,-1,-1,.,.,-1,.,.,59,61,76,59,63,44,49,51,77,49,61,20,50,52,67,50,54,38,60,57,76,63,57,54,55,56,73,55,58,44,58,.,-1,-1,-1,-1,34,61,-1,33,38,-1,57,64,76,55,69,35,46,50,69,45,52,27,26,25,-1,29,38,-1,69,73,82,70,75,50
"114902",76,-1,-1,71,-1,-1,100,.,.,-1,-1,-1,.,.,.,.,.,.,70,71,55,71,76,67,-1,.,.,.,-1,.,60,60,38,62,71,56,72,71,60,72,77,75,59,64,50,58,69,56,92,-1,.,83,-1,-1,-1,-1,.,-1,.,-1,67,70,50,69,75,56,53,42,39,55,74,46,33,-1,-1,32,-1,-1,75,74,57,78,77,71
"114904",87,-1,.,91,-1,-1,94,100,-1,100,-1,.,.,.,.,.,.,.,86,75,81,91,76,91,92,.,-1,88,.,-1,82,63,83,92,64,85,88,77,96,92,75,96,79,65,67,85,72,90,-1,.,.,-1,.,-1,.,.,.,.,.,.,84,72,61,90,78,88,64,40,56,74,52,78,60,-1,-1,70,60,-1,88,77,83,93,80,91
"115901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,63,84,63,73,55,.,.,.,.,.,.,64,58,86,63,71,55,67,61,89,65,69,68,64,62,83,62,72,55,.,.,.,.,.,.,49,41,71,50,58,38,62,65,79,60,76,38,49,28,-1,57,48,45,22,-1,-1,-1,-1,-1,89,-1,-1,-1,-1,.
"115902",-1,.,.,-1,.,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,51,67,30,54,31,-1,-1,.,.,-1,.,.,50,69,36,51,-1,-1,57,75,-1,65,-1,-1,49,64,31,53,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,44,59,-1,44,-1,-1,40,57,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,53,71,-1,59,-1,-1
"115903",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,71,60,40,63,-1,.,.,.,.,.,.,49,65,60,37,64,-1,47,70,-1,30,63,-1,39,64,-1,27,45,-1,.,.,.,.,.,.,18,-1,-1,-1,-1,-1,58,73,-1,50,63,-1,47,67,60,34,57,-1,-1,-1,.,-1,-1,-1,83,83,-1,77,100,-1
"116801",50,-1,-1,56,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,59,55,64,57,82,52,45,33,-1,46,70,31,56,52,79,53,81,49,61,51,71,60,76,58,65,75,90,47,88,71,53,-1,-1,61,-1,55,43,-1,-1,41,-1,-1,57,59,56,54,88,47,55,45,59,51,74,56,49,-1,-1,50,100,-1,64,69,50,62,87,58
"116901",100,100,-1,100,100,-1,55,-1,-1,-1,-1,-1,.,.,.,.,.,.,91,93,98,91,94,87,83,100,-1,75,-1,-1,86,84,94,85,91,86,92,93,98,92,93,91,90,93,100,88,94,79,94,-1,.,100,.,83,62,-1,-1,71,-1,-1,90,93,97,89,95,83,81,85,94,78,85,69,73,93,100,66,-1,88,92,93,97,91,94,88
"116902",80,-1,.,100,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,85,89,96,86,69,81,-1,-1,-1,-1,-1,.,77,82,92,78,56,76,85,84,100,88,53,88,78,100,-1,74,-1,71,-1,.,.,-1,.,-1,-1,-1,.,-1,.,.,85,92,94,84,82,73,74,77,90,75,50,69,64,-1,-1,60,-1,-1,87,90,100,88,69,84
"116903",70,64,-1,75,-1,-1,93,100,-1,87,-1,100,58,-1,-1,-1,-1,-1,71,70,78,74,65,62,54,44,70,60,61,21,63,62,70,66,58,55,76,74,89,80,62,69,63,59,70,64,60,61,73,-1,-1,-1,-1,-1,32,-1,-1,38,-1,-1,66,65,68,68,70,54,56,49,62,60,56,41,42,-1,-1,49,-1,-1,79,79,83,82,68,72
"116905",79,76,100,81,57,77,82,90,-1,85,-1,83,-1,.,.,-1,-1,.,73,75,89,74,73,61,58,60,68,58,67,43,67,68,85,68,65,52,76,73,91,77,70,69,68,68,88,69,64,53,90,-1,-1,92,.,-1,51,50,72,55,28,39,71,76,87,71,76,54,59,58,81,61,53,41,41,58,55,36,33,33,85,87,97,86,86,74
"116906",96,100,-1,92,-1,-1,100,-1,-1,100,-1,-1,.,.,.,.,.,.,88,89,96,89,76,92,65,-1,-1,75,-1,.,82,83,93,82,66,88,90,89,97,91,76,93,88,90,-1,86,70,100,100,-1,-1,100,.,.,85,-1,.,86,.,100,86,88,94,86,75,91,72,66,93,77,46,84,62,81,-1,55,83,-1,88,89,97,89,75,91
"116908",86,-1,-1,90,-1,75,100,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,70,68,79,69,75,57,40,-1,-1,-1,-1,-1,66,64,73,66,70,55,75,68,88,76,76,68,64,67,81,63,67,45,69,-1,-1,83,-1,-1,39,49,44,41,31,24,64,68,71,63,73,47,53,55,65,54,54,33,31,44,32,28,32,25,71,69,78,71,77,60
"116909",-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,79,82,85,80,77,67,54,-1,100,50,-1,-1,74,81,85,73,69,68,78,75,87,80,73,74,79,83,78,82,63,85,100,-1,-1,100,-1,-1,68,-1,-1,55,-1,-1,80,87,85,81,81,61,68,74,79,67,64,47,48,71,64,41,-1,-1,80,84,85,82,83,66
"116910",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,72,66,82,81,38,63,-1,.,-1,-1,.,-1,68,58,75,80,-1,61,72,61,80,84,33,68,70,67,75,74,-1,73,-1,.,.,-1,.,.,56,-1,-1,56,-1,-1,72,71,84,78,42,58,59,43,62,71,-1,59,50,-1,-1,-1,-1,-1,73,66,88,83,39,62
"116915",75,-1,-1,92,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,.,83,79,79,88,70,78,73,-1,.,83,-1,-1,81,80,71,87,63,80,83,75,63,89,79,83,82,79,82,90,58,73,-1,.,.,-1,-1,-1,58,45,-1,76,-1,-1,82,82,92,88,63,70,60,48,56,72,42,48,62,75,-1,60,-1,-1,84,82,80,88,75,81
"116916",83,-1,-1,82,.,-1,-1,.,.,-1,-1,.,-1,.,.,-1,.,-1,83,84,82,86,85,69,70,-1,-1,-1,-1,-1,77,82,76,80,77,54,82,73,83,88,76,78,70,79,-1,69,73,64,.,.,.,.,.,.,-1,.,.,-1,.,-1,84,94,81,84,93,54,69,74,73,69,72,53,53,82,-1,47,-1,-1,86,85,86,89,88,69
"117901",77,71,-1,76,81,86,95,-1,-1,92,-1,-1,-1,.,.,-1,.,.,73,79,84,70,77,61,74,85,93,69,85,-1,65,74,78,63,68,52,77,78,88,75,79,71,69,75,85,65,74,58,76,86,-1,76,-1,-1,39,42,64,39,32,29,68,81,81,64,75,49,54,65,72,50,57,36,32,48,50,33,34,-1,75,83,82,74,79,63
"117903",86,-1,-1,88,-1,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,75,66,72,77,77,76,-1,-1,.,-1,.,.,70,58,77,74,68,67,75,59,53,81,67,86,80,69,89,87,67,80,80,-1,.,-1,-1,-1,.,.,.,.,.,.,75,72,79,75,85,65,59,47,57,62,65,60,29,-1,-1,31,-1,56,74,65,69,76,77,75
"117904",100,.,-1,100,-1,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,82,81,91,84,72,73,-1,-1,.,-1,.,-1,73,71,86,78,58,61,85,83,92,86,79,84,81,85,100,82,75,72,80,-1,-1,70,-1,-1,71,-1,.,-1,-1,-1,79,79,90,83,66,62,69,71,86,71,64,54,53,56,-1,51,60,56,82,80,90,86,70,73
"117907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,.,96,80,71,-1,-1,.,-1,-1,.,83,80,.,92,-1,-1,85,82,.,97,-1,70,83,-1,.,94,-1,-1,-1,-1,.,-1,.,.,-1,-1,.,-1,.,.,95,100,.,96,100,-1,78,75,.,89,-1,-1,-1,.,.,-1,.,-1,93,91,.,97,100,78
"118902",-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,87,83,80,71,71,83,-1,-1,-1,-1,-1,72,83,73,72,64,63,85,88,94,85,64,80,74,75,-1,77,58,69,-1,.,.,.,-1,.,.,.,.,.,.,.,76,86,74,75,74,67,63,79,70,61,69,42,24,-1,-1,-1,-1,-1,82,92,82,81,75,73
"119901",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,72,69,89,77,62,64,.,.,.,.,.,.,67,58,80,78,41,50,74,59,86,83,50,88,69,60,-1,84,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,-1,71,80,91,70,74,41,62,60,88,65,50,45,78,-1,.,100,-1,-1,73,70,87,76,61,70
"119902",62,-1,-1,67,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,71,69,85,73,69,61,63,-1,.,75,-1,-1,60,56,76,61,65,49,76,69,85,81,67,72,57,60,84,56,53,45,78,-1,-1,-1,-1,.,25,-1,-1,29,-1,-1,67,68,85,66,70,51,54,51,78,56,56,39,41,-1,-1,54,-1,-1,78,74,84,81,76,70
"119903",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,72,77,82,61,86,.,.,.,.,.,.,75,66,88,83,48,79,77,67,76,84,52,94,82,85,83,80,86,82,-1,.,.,-1,.,.,40,-1,.,-1,-1,-1,78,77,78,81,67,79,63,62,62,66,52,64,37,-1,-1,53,-1,-1,77,70,76,83,57,88
"120901",88,-1,.,100,-1,.,-1,-1,-1,-1,.,-1,-1,.,-1,-1,.,.,69,72,78,71,60,60,58,56,56,63,42,66,60,62,68,64,48,49,73,77,85,75,64,63,62,62,75,65,52,49,.,.,.,.,.,.,46,43,-1,50,-1,54,65,67,72,67,56,57,54,58,66,57,45,38,25,21,-1,25,38,-1,81,91,84,81,78,69
"120902",73,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,73,78,68,76,70,61,45,.,-1,-1,-1,-1,63,67,58,67,59,49,78,79,74,80,75,76,68,70,69,73,56,59,-1,-1,.,-1,.,.,35,-1,-1,39,-1,-1,69,76,64,73,65,48,53,54,53,60,44,25,34,-1,-1,46,-1,-1,80,88,69,81,93,65
"120905",83,-1,.,-1,.,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,91,94,96,91,90,86,100,-1,.,100,.,-1,82,85,87,82,80,77,94,95,100,93,91,96,84,87,91,83,82,73,.,.,.,.,.,.,55,-1,-1,59,-1,-1,89,93,92,90,89,76,78,87,88,76,79,63,61,-1,-1,67,-1,-1,94,96,99,94,93,89
"121902",100,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,85,78,84,89,89,73,67,-1,-1,-1,-1,.,82,72,85,86,87,76,86,75,82,90,89,82,95,100,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,81,88,87,89,57,74,71,86,77,84,39,-1,-1,.,-1,.,.,84,76,82,89,88,73
"121903",81,-1,.,88,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,81,83,78,82,86,69,72,67,-1,70,83,83,74,81,77,73,81,60,82,81,83,83,82,80,78,100,.,77,100,55,88,100,.,83,-1,-1,90,-1,-1,100,.,-1,80,86,73,82,89,59,75,79,72,77,79,58,75,-1,-1,79,-1,-1,81,84,78,83,85,69
"121904",73,78,-1,74,.,-1,62,-1,.,83,-1,-1,-1,.,.,-1,-1,.,70,74,86,71,58,61,59,66,82,59,49,48,64,68,80,64,52,56,71,71,87,73,59,65,72,68,90,76,56,66,71,-1,-1,-1,-1,-1,48,25,-1,62,-1,32,69,78,86,69,57,57,58,58,76,60,51,50,40,48,-1,40,36,-1,80,86,88,81,68,72
"121905",82,75,-1,89,-1,71,100,-1,.,-1,.,-1,.,.,.,.,.,.,78,78,77,80,73,75,63,64,50,64,63,67,74,71,73,76,68,72,79,80,81,81,61,80,74,71,88,73,67,86,.,.,.,.,.,.,24,-1,-1,-1,-1,-1,78,76,72,80,83,69,65,60,63,67,64,62,61,-1,-1,75,-1,-1,81,81,81,83,76,76
"121906",91,100,-1,82,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,89,93,93,90,85,86,100,-1,-1,-1,-1,.,87,93,88,86,90,73,89,93,100,90,82,84,100,-1,-1,100,-1,-1,.,.,.,.,.,.,-1,.,.,-1,.,.,89,92,88,90,88,88,74,83,78,75,67,61,50,-1,-1,-1,-1,-1,89,92,92,90,84,85
